year,total_pr,scenario,model
1950,31.31,ssp245,ACCESS-ESM1-5
1951,31.64,ssp245,ACCESS-ESM1-5
1952,33.29,ssp245,ACCESS-ESM1-5
1953,28.37,ssp245,ACCESS-ESM1-5
1954,29.24,ssp245,ACCESS-ESM1-5
1955,29.77,ssp245,ACCESS-ESM1-5
1956,26.84,ssp245,ACCESS-ESM1-5
1957,33.23,ssp245,ACCESS-ESM1-5
1958,30.84,ssp245,ACCESS-ESM1-5
1959,34.68,ssp245,ACCESS-ESM1-5
1960,27.68,ssp245,ACCESS-ESM1-5
1961,31.12,ssp245,ACCESS-ESM1-5
1962,33.79,ssp245,ACCESS-ESM1-5
1963,34.52,ssp245,ACCESS-ESM1-5
1964,28.56,ssp245,ACCESS-ESM1-5
1965,32.59,ssp245,ACCESS-ESM1-5
1966,32.12,ssp245,ACCESS-ESM1-5
1967,24.23,ssp245,ACCESS-ESM1-5
1968,30.62,ssp245,ACCESS-ESM1-5
1969,34.92,ssp245,ACCESS-ESM1-5
1970,34.01,ssp245,ACCESS-ESM1-5
1971,25.57,ssp245,ACCESS-ESM1-5
1972,26.68,ssp245,ACCESS-ESM1-5
1973,35.14,ssp245,ACCESS-ESM1-5
1974,32.79,ssp245,ACCESS-ESM1-5
1975,27.39,ssp245,ACCESS-ESM1-5
1976,29.07,ssp245,ACCESS-ESM1-5
1977,33.26,ssp245,ACCESS-ESM1-5
1978,26.76,ssp245,ACCESS-ESM1-5
1979,26.64,ssp245,ACCESS-ESM1-5
1980,32.35,ssp245,ACCESS-ESM1-5
1981,29.92,ssp245,ACCESS-ESM1-5
1982,28.29,ssp245,ACCESS-ESM1-5
1983,25.9,ssp245,ACCESS-ESM1-5
1984,27.91,ssp245,ACCESS-ESM1-5
1985,26.08,ssp245,ACCESS-ESM1-5
1986,32.58,ssp245,ACCESS-ESM1-5
1987,34.39,ssp245,ACCESS-ESM1-5
1988,30.56,ssp245,ACCESS-ESM1-5
1989,28.68,ssp245,ACCESS-ESM1-5
1990,28.48,ssp245,ACCESS-ESM1-5
1991,26.61,ssp245,ACCESS-ESM1-5
1992,28.86,ssp245,ACCESS-ESM1-5
1993,30.46,ssp245,ACCESS-ESM1-5
1994,26.12,ssp245,ACCESS-ESM1-5
1995,29.87,ssp245,ACCESS-ESM1-5
1996,36.83,ssp245,ACCESS-ESM1-5
1997,31.3,ssp245,ACCESS-ESM1-5
1998,30.67,ssp245,ACCESS-ESM1-5
1999,31.09,ssp245,ACCESS-ESM1-5
2000,30.22,ssp245,ACCESS-ESM1-5
2001,31.07,ssp245,ACCESS-ESM1-5
2002,36.69,ssp245,ACCESS-ESM1-5
2003,30.14,ssp245,ACCESS-ESM1-5
2004,29.0,ssp245,ACCESS-ESM1-5
2005,30.07,ssp245,ACCESS-ESM1-5
2006,26.57,ssp245,ACCESS-ESM1-5
2007,31.26,ssp245,ACCESS-ESM1-5
2008,31.79,ssp245,ACCESS-ESM1-5
2009,27.46,ssp245,ACCESS-ESM1-5
2010,31.24,ssp245,ACCESS-ESM1-5
2011,33.4,ssp245,ACCESS-ESM1-5
2012,33.27,ssp245,ACCESS-ESM1-5
2013,35.19,ssp245,ACCESS-ESM1-5
2014,29.32,ssp245,ACCESS-ESM1-5
2015,26.11,ssp245,ACCESS-ESM1-5
2016,30.23,ssp245,ACCESS-ESM1-5
2017,32.88,ssp245,ACCESS-ESM1-5
2018,29.2,ssp245,ACCESS-ESM1-5
2019,28.59,ssp245,ACCESS-ESM1-5
2020,29.6,ssp245,ACCESS-ESM1-5
2021,27.71,ssp245,ACCESS-ESM1-5
2022,31.99,ssp245,ACCESS-ESM1-5
2023,28.59,ssp245,ACCESS-ESM1-5
2024,28.43,ssp245,ACCESS-ESM1-5
2025,27.76,ssp245,ACCESS-ESM1-5
2026,32.04,ssp245,ACCESS-ESM1-5
2027,30.54,ssp245,ACCESS-ESM1-5
2028,33.62,ssp245,ACCESS-ESM1-5
2029,30.72,ssp245,ACCESS-ESM1-5
2030,29.0,ssp245,ACCESS-ESM1-5
2031,33.16,ssp245,ACCESS-ESM1-5
2032,35.2,ssp245,ACCESS-ESM1-5
2033,33.49,ssp245,ACCESS-ESM1-5
2034,34.22,ssp245,ACCESS-ESM1-5
2035,33.53,ssp245,ACCESS-ESM1-5
2036,29.09,ssp245,ACCESS-ESM1-5
2037,31.64,ssp245,ACCESS-ESM1-5
2038,35.34,ssp245,ACCESS-ESM1-5
2039,37.23,ssp245,ACCESS-ESM1-5
2040,36.21,ssp245,ACCESS-ESM1-5
2041,31.3,ssp245,ACCESS-ESM1-5
2042,31.44,ssp245,ACCESS-ESM1-5
2043,31.34,ssp245,ACCESS-ESM1-5
2044,28.51,ssp245,ACCESS-ESM1-5
2045,32.4,ssp245,ACCESS-ESM1-5
2046,32.57,ssp245,ACCESS-ESM1-5
2047,34.04,ssp245,ACCESS-ESM1-5
2048,37.82,ssp245,ACCESS-ESM1-5
2049,32.71,ssp245,ACCESS-ESM1-5
2050,29.89,ssp245,ACCESS-ESM1-5
2051,26.06,ssp245,ACCESS-ESM1-5
2052,31.8,ssp245,ACCESS-ESM1-5
2053,30.05,ssp245,ACCESS-ESM1-5
2054,31.34,ssp245,ACCESS-ESM1-5
2055,32.16,ssp245,ACCESS-ESM1-5
2056,33.62,ssp245,ACCESS-ESM1-5
2057,33.97,ssp245,ACCESS-ESM1-5
2058,28.57,ssp245,ACCESS-ESM1-5
2059,33.02,ssp245,ACCESS-ESM1-5
2060,27.78,ssp245,ACCESS-ESM1-5
2061,28.62,ssp245,ACCESS-ESM1-5
2062,29.13,ssp245,ACCESS-ESM1-5
2063,36.7,ssp245,ACCESS-ESM1-5
2064,30.48,ssp245,ACCESS-ESM1-5
2065,37.34,ssp245,ACCESS-ESM1-5
2066,33.15,ssp245,ACCESS-ESM1-5
2067,30.53,ssp245,ACCESS-ESM1-5
2068,30.28,ssp245,ACCESS-ESM1-5
2069,35.07,ssp245,ACCESS-ESM1-5
2070,37.77,ssp245,ACCESS-ESM1-5
2071,33.08,ssp245,ACCESS-ESM1-5
2072,28.43,ssp245,ACCESS-ESM1-5
2073,33.88,ssp245,ACCESS-ESM1-5
2074,32.21,ssp245,ACCESS-ESM1-5
2075,25.08,ssp245,ACCESS-ESM1-5
2076,34.1,ssp245,ACCESS-ESM1-5
2077,32.71,ssp245,ACCESS-ESM1-5
2078,33.8,ssp245,ACCESS-ESM1-5
2079,32.56,ssp245,ACCESS-ESM1-5
2080,35.08,ssp245,ACCESS-ESM1-5
2081,31.87,ssp245,ACCESS-ESM1-5
2082,30.89,ssp245,ACCESS-ESM1-5
2083,32.04,ssp245,ACCESS-ESM1-5
2084,33.43,ssp245,ACCESS-ESM1-5
2085,34.76,ssp245,ACCESS-ESM1-5
2086,38.76,ssp245,ACCESS-ESM1-5
2087,28.64,ssp245,ACCESS-ESM1-5
2088,34.02,ssp245,ACCESS-ESM1-5
2089,27.68,ssp245,ACCESS-ESM1-5
2090,35.89,ssp245,ACCESS-ESM1-5
2091,31.92,ssp245,ACCESS-ESM1-5
2092,31.78,ssp245,ACCESS-ESM1-5
2093,39.39,ssp245,ACCESS-ESM1-5
2094,31.98,ssp245,ACCESS-ESM1-5
2095,34.37,ssp245,ACCESS-ESM1-5
2096,35.84,ssp245,ACCESS-ESM1-5
2097,36.77,ssp245,ACCESS-ESM1-5
2098,29.31,ssp245,ACCESS-ESM1-5
2099,32.93,ssp245,ACCESS-ESM1-5
2100,35.16,ssp245,ACCESS-ESM1-5
1950,30.36,ssp245,BCC-CSM2-MR
1951,28.45,ssp245,BCC-CSM2-MR
1952,29.39,ssp245,BCC-CSM2-MR
1953,27.12,ssp245,BCC-CSM2-MR
1954,33.72,ssp245,BCC-CSM2-MR
1955,29.69,ssp245,BCC-CSM2-MR
1956,28.94,ssp245,BCC-CSM2-MR
1957,34.21,ssp245,BCC-CSM2-MR
1958,29.53,ssp245,BCC-CSM2-MR
1959,28.54,ssp245,BCC-CSM2-MR
1960,30.83,ssp245,BCC-CSM2-MR
1961,31.03,ssp245,BCC-CSM2-MR
1962,31.84,ssp245,BCC-CSM2-MR
1963,27.87,ssp245,BCC-CSM2-MR
1964,31.99,ssp245,BCC-CSM2-MR
1965,23.52,ssp245,BCC-CSM2-MR
1966,35.37,ssp245,BCC-CSM2-MR
1967,31.39,ssp245,BCC-CSM2-MR
1968,30.32,ssp245,BCC-CSM2-MR
1969,29.11,ssp245,BCC-CSM2-MR
1970,28.33,ssp245,BCC-CSM2-MR
1971,27.52,ssp245,BCC-CSM2-MR
1972,29.12,ssp245,BCC-CSM2-MR
1973,27.57,ssp245,BCC-CSM2-MR
1974,32.23,ssp245,BCC-CSM2-MR
1975,32.93,ssp245,BCC-CSM2-MR
1976,32.66,ssp245,BCC-CSM2-MR
1977,28.75,ssp245,BCC-CSM2-MR
1978,30.98,ssp245,BCC-CSM2-MR
1979,30.57,ssp245,BCC-CSM2-MR
1980,31.33,ssp245,BCC-CSM2-MR
1981,32.7,ssp245,BCC-CSM2-MR
1982,31.58,ssp245,BCC-CSM2-MR
1983,33.08,ssp245,BCC-CSM2-MR
1984,31.47,ssp245,BCC-CSM2-MR
1985,29.6,ssp245,BCC-CSM2-MR
1986,25.78,ssp245,BCC-CSM2-MR
1987,32.08,ssp245,BCC-CSM2-MR
1988,30.09,ssp245,BCC-CSM2-MR
1989,30.69,ssp245,BCC-CSM2-MR
1990,28.49,ssp245,BCC-CSM2-MR
1991,26.01,ssp245,BCC-CSM2-MR
1992,32.52,ssp245,BCC-CSM2-MR
1993,31.53,ssp245,BCC-CSM2-MR
1994,32.35,ssp245,BCC-CSM2-MR
1995,33.02,ssp245,BCC-CSM2-MR
1996,31.17,ssp245,BCC-CSM2-MR
1997,34.55,ssp245,BCC-CSM2-MR
1998,29.31,ssp245,BCC-CSM2-MR
1999,27.6,ssp245,BCC-CSM2-MR
2000,30.35,ssp245,BCC-CSM2-MR
2001,30.31,ssp245,BCC-CSM2-MR
2002,35.02,ssp245,BCC-CSM2-MR
2003,32.36,ssp245,BCC-CSM2-MR
2004,29.52,ssp245,BCC-CSM2-MR
2005,32.76,ssp245,BCC-CSM2-MR
2006,29.42,ssp245,BCC-CSM2-MR
2007,34.56,ssp245,BCC-CSM2-MR
2008,27.56,ssp245,BCC-CSM2-MR
2009,30.78,ssp245,BCC-CSM2-MR
2010,27.62,ssp245,BCC-CSM2-MR
2011,33.69,ssp245,BCC-CSM2-MR
2012,31.16,ssp245,BCC-CSM2-MR
2013,32.73,ssp245,BCC-CSM2-MR
2014,33.79,ssp245,BCC-CSM2-MR
2015,30.7,ssp245,BCC-CSM2-MR
2016,36.43,ssp245,BCC-CSM2-MR
2017,29.27,ssp245,BCC-CSM2-MR
2018,35.14,ssp245,BCC-CSM2-MR
2019,31.26,ssp245,BCC-CSM2-MR
2020,32.49,ssp245,BCC-CSM2-MR
2021,25.45,ssp245,BCC-CSM2-MR
2022,31.54,ssp245,BCC-CSM2-MR
2023,30.35,ssp245,BCC-CSM2-MR
2024,26.46,ssp245,BCC-CSM2-MR
2025,34.38,ssp245,BCC-CSM2-MR
2026,35.01,ssp245,BCC-CSM2-MR
2027,34.56,ssp245,BCC-CSM2-MR
2028,39.64,ssp245,BCC-CSM2-MR
2029,32.2,ssp245,BCC-CSM2-MR
2030,31.83,ssp245,BCC-CSM2-MR
2031,28.52,ssp245,BCC-CSM2-MR
2032,32.13,ssp245,BCC-CSM2-MR
2033,31.66,ssp245,BCC-CSM2-MR
2034,27.53,ssp245,BCC-CSM2-MR
2035,30.57,ssp245,BCC-CSM2-MR
2036,29.2,ssp245,BCC-CSM2-MR
2037,34.49,ssp245,BCC-CSM2-MR
2038,40.81,ssp245,BCC-CSM2-MR
2039,35.84,ssp245,BCC-CSM2-MR
2040,38.17,ssp245,BCC-CSM2-MR
2041,31.71,ssp245,BCC-CSM2-MR
2042,39.41,ssp245,BCC-CSM2-MR
2043,35.34,ssp245,BCC-CSM2-MR
2044,35.73,ssp245,BCC-CSM2-MR
2045,32.76,ssp245,BCC-CSM2-MR
2046,31.6,ssp245,BCC-CSM2-MR
2047,30.8,ssp245,BCC-CSM2-MR
2048,32.69,ssp245,BCC-CSM2-MR
2049,28.14,ssp245,BCC-CSM2-MR
2050,32.05,ssp245,BCC-CSM2-MR
2051,31.77,ssp245,BCC-CSM2-MR
2052,34.41,ssp245,BCC-CSM2-MR
2053,31.56,ssp245,BCC-CSM2-MR
2054,29.46,ssp245,BCC-CSM2-MR
2055,29.89,ssp245,BCC-CSM2-MR
2056,37.22,ssp245,BCC-CSM2-MR
2057,36.15,ssp245,BCC-CSM2-MR
2058,29.37,ssp245,BCC-CSM2-MR
2059,31.76,ssp245,BCC-CSM2-MR
2060,31.75,ssp245,BCC-CSM2-MR
2061,33.09,ssp245,BCC-CSM2-MR
2062,32.4,ssp245,BCC-CSM2-MR
2063,29.5,ssp245,BCC-CSM2-MR
2064,37.76,ssp245,BCC-CSM2-MR
2065,32.3,ssp245,BCC-CSM2-MR
2066,28.92,ssp245,BCC-CSM2-MR
2067,27.69,ssp245,BCC-CSM2-MR
2068,35.98,ssp245,BCC-CSM2-MR
2069,35.72,ssp245,BCC-CSM2-MR
2070,26.07,ssp245,BCC-CSM2-MR
2071,34.74,ssp245,BCC-CSM2-MR
2072,28.97,ssp245,BCC-CSM2-MR
2073,38.03,ssp245,BCC-CSM2-MR
2074,34.42,ssp245,BCC-CSM2-MR
2075,30.75,ssp245,BCC-CSM2-MR
2076,33.85,ssp245,BCC-CSM2-MR
2077,32.12,ssp245,BCC-CSM2-MR
2078,37.44,ssp245,BCC-CSM2-MR
2079,36.13,ssp245,BCC-CSM2-MR
2080,28.49,ssp245,BCC-CSM2-MR
2081,27.71,ssp245,BCC-CSM2-MR
2082,29.02,ssp245,BCC-CSM2-MR
2083,32.37,ssp245,BCC-CSM2-MR
2084,29.53,ssp245,BCC-CSM2-MR
2085,30.64,ssp245,BCC-CSM2-MR
2086,27.85,ssp245,BCC-CSM2-MR
2087,29.37,ssp245,BCC-CSM2-MR
2088,34.77,ssp245,BCC-CSM2-MR
2089,27.87,ssp245,BCC-CSM2-MR
2090,29.78,ssp245,BCC-CSM2-MR
2091,34.63,ssp245,BCC-CSM2-MR
2092,33.21,ssp245,BCC-CSM2-MR
2093,30.62,ssp245,BCC-CSM2-MR
2094,33.51,ssp245,BCC-CSM2-MR
2095,25.64,ssp245,BCC-CSM2-MR
2096,33.07,ssp245,BCC-CSM2-MR
2097,30.56,ssp245,BCC-CSM2-MR
2098,31.95,ssp245,BCC-CSM2-MR
2099,27.25,ssp245,BCC-CSM2-MR
2100,35.1,ssp245,BCC-CSM2-MR
1950,30.45,ssp245,CanESM5
1951,27.65,ssp245,CanESM5
1952,32.4,ssp245,CanESM5
1953,22.9,ssp245,CanESM5
1954,27.27,ssp245,CanESM5
1955,27.5,ssp245,CanESM5
1956,32.14,ssp245,CanESM5
1957,28.71,ssp245,CanESM5
1958,26.5,ssp245,CanESM5
1959,31.12,ssp245,CanESM5
1960,34.43,ssp245,CanESM5
1961,36.13,ssp245,CanESM5
1962,26.28,ssp245,CanESM5
1963,27.91,ssp245,CanESM5
1964,33.37,ssp245,CanESM5
1965,27.59,ssp245,CanESM5
1966,32.63,ssp245,CanESM5
1967,31.73,ssp245,CanESM5
1968,29.03,ssp245,CanESM5
1969,28.16,ssp245,CanESM5
1970,27.68,ssp245,CanESM5
1971,31.79,ssp245,CanESM5
1972,31.67,ssp245,CanESM5
1973,32.21,ssp245,CanESM5
1974,30.26,ssp245,CanESM5
1975,26.87,ssp245,CanESM5
1976,29.24,ssp245,CanESM5
1977,30.71,ssp245,CanESM5
1978,29.94,ssp245,CanESM5
1979,24.38,ssp245,CanESM5
1980,30.8,ssp245,CanESM5
1981,33.01,ssp245,CanESM5
1982,32.27,ssp245,CanESM5
1983,29.29,ssp245,CanESM5
1984,34.17,ssp245,CanESM5
1985,30.38,ssp245,CanESM5
1986,27.95,ssp245,CanESM5
1987,28.35,ssp245,CanESM5
1988,29.25,ssp245,CanESM5
1989,34.09,ssp245,CanESM5
1990,30.19,ssp245,CanESM5
1991,32.07,ssp245,CanESM5
1992,32.87,ssp245,CanESM5
1993,28.86,ssp245,CanESM5
1994,28.39,ssp245,CanESM5
1995,27.62,ssp245,CanESM5
1996,32.14,ssp245,CanESM5
1997,29.43,ssp245,CanESM5
1998,32.43,ssp245,CanESM5
1999,31.72,ssp245,CanESM5
2000,32.71,ssp245,CanESM5
2001,33.11,ssp245,CanESM5
2002,30.32,ssp245,CanESM5
2003,38.2,ssp245,CanESM5
2004,30.45,ssp245,CanESM5
2005,31.81,ssp245,CanESM5
2006,30.78,ssp245,CanESM5
2007,29.34,ssp245,CanESM5
2008,28.99,ssp245,CanESM5
2009,34.93,ssp245,CanESM5
2010,37.54,ssp245,CanESM5
2011,32.74,ssp245,CanESM5
2012,32.65,ssp245,CanESM5
2013,37.09,ssp245,CanESM5
2014,35.29,ssp245,CanESM5
2015,27.5,ssp245,CanESM5
2016,30.99,ssp245,CanESM5
2017,29.74,ssp245,CanESM5
2018,23.2,ssp245,CanESM5
2019,27.58,ssp245,CanESM5
2020,33.56,ssp245,CanESM5
2021,28.55,ssp245,CanESM5
2022,30.75,ssp245,CanESM5
2023,30.44,ssp245,CanESM5
2024,36.79,ssp245,CanESM5
2025,36.26,ssp245,CanESM5
2026,31.9,ssp245,CanESM5
2027,32.64,ssp245,CanESM5
2028,29.49,ssp245,CanESM5
2029,32.71,ssp245,CanESM5
2030,29.41,ssp245,CanESM5
2031,33.7,ssp245,CanESM5
2032,35.82,ssp245,CanESM5
2033,33.26,ssp245,CanESM5
2034,33.03,ssp245,CanESM5
2035,34.77,ssp245,CanESM5
2036,30.81,ssp245,CanESM5
2037,34.95,ssp245,CanESM5
2038,29.36,ssp245,CanESM5
2039,32.4,ssp245,CanESM5
2040,32.73,ssp245,CanESM5
2041,28.49,ssp245,CanESM5
2042,32.15,ssp245,CanESM5
2043,27.24,ssp245,CanESM5
2044,32.65,ssp245,CanESM5
2045,35.9,ssp245,CanESM5
2046,28.55,ssp245,CanESM5
2047,29.5,ssp245,CanESM5
2048,27.85,ssp245,CanESM5
2049,31.44,ssp245,CanESM5
2050,28.84,ssp245,CanESM5
2051,34.0,ssp245,CanESM5
2052,36.26,ssp245,CanESM5
2053,30.63,ssp245,CanESM5
2054,28.06,ssp245,CanESM5
2055,33.21,ssp245,CanESM5
2056,39.98,ssp245,CanESM5
2057,31.46,ssp245,CanESM5
2058,27.58,ssp245,CanESM5
2059,37.59,ssp245,CanESM5
2060,30.75,ssp245,CanESM5
2061,28.16,ssp245,CanESM5
2062,29.37,ssp245,CanESM5
2063,31.08,ssp245,CanESM5
2064,31.31,ssp245,CanESM5
2065,35.9,ssp245,CanESM5
2066,36.61,ssp245,CanESM5
2067,33.34,ssp245,CanESM5
2068,35.92,ssp245,CanESM5
2069,34.35,ssp245,CanESM5
2070,39.38,ssp245,CanESM5
2071,31.62,ssp245,CanESM5
2072,33.3,ssp245,CanESM5
2073,33.47,ssp245,CanESM5
2074,30.5,ssp245,CanESM5
2075,32.74,ssp245,CanESM5
2076,34.76,ssp245,CanESM5
2077,36.86,ssp245,CanESM5
2078,35.83,ssp245,CanESM5
2079,41.06,ssp245,CanESM5
2080,35.35,ssp245,CanESM5
2081,30.95,ssp245,CanESM5
2082,34.63,ssp245,CanESM5
2083,36.26,ssp245,CanESM5
2084,34.82,ssp245,CanESM5
2085,36.3,ssp245,CanESM5
2086,30.06,ssp245,CanESM5
2087,32.95,ssp245,CanESM5
2088,34.34,ssp245,CanESM5
2089,35.92,ssp245,CanESM5
2090,33.9,ssp245,CanESM5
2091,31.05,ssp245,CanESM5
2092,32.15,ssp245,CanESM5
2093,34.92,ssp245,CanESM5
2094,37.79,ssp245,CanESM5
2095,37.01,ssp245,CanESM5
2096,25.37,ssp245,CanESM5
2097,28.66,ssp245,CanESM5
2098,36.87,ssp245,CanESM5
2099,35.08,ssp245,CanESM5
2100,33.34,ssp245,CanESM5
1950,27.45,ssp245,EC-Earth3
1951,26.86,ssp245,EC-Earth3
1952,29.56,ssp245,EC-Earth3
1953,32.06,ssp245,EC-Earth3
1954,31.37,ssp245,EC-Earth3
1955,26.83,ssp245,EC-Earth3
1956,28.91,ssp245,EC-Earth3
1957,29.81,ssp245,EC-Earth3
1958,29.22,ssp245,EC-Earth3
1959,26.84,ssp245,EC-Earth3
1960,32.33,ssp245,EC-Earth3
1961,26.58,ssp245,EC-Earth3
1962,30.03,ssp245,EC-Earth3
1963,29.51,ssp245,EC-Earth3
1964,32.19,ssp245,EC-Earth3
1965,30.02,ssp245,EC-Earth3
1966,26.76,ssp245,EC-Earth3
1967,29.35,ssp245,EC-Earth3
1968,30.0,ssp245,EC-Earth3
1969,29.48,ssp245,EC-Earth3
1970,28.53,ssp245,EC-Earth3
1971,28.57,ssp245,EC-Earth3
1972,25.92,ssp245,EC-Earth3
1973,26.14,ssp245,EC-Earth3
1974,31.44,ssp245,EC-Earth3
1975,31.64,ssp245,EC-Earth3
1976,30.31,ssp245,EC-Earth3
1977,32.97,ssp245,EC-Earth3
1978,29.03,ssp245,EC-Earth3
1979,32.44,ssp245,EC-Earth3
1980,30.55,ssp245,EC-Earth3
1981,33.78,ssp245,EC-Earth3
1982,28.79,ssp245,EC-Earth3
1983,31.04,ssp245,EC-Earth3
1984,30.23,ssp245,EC-Earth3
1985,29.23,ssp245,EC-Earth3
1986,31.42,ssp245,EC-Earth3
1987,32.38,ssp245,EC-Earth3
1988,28.98,ssp245,EC-Earth3
1989,31.2,ssp245,EC-Earth3
1990,29.1,ssp245,EC-Earth3
1991,35.86,ssp245,EC-Earth3
1992,31.2,ssp245,EC-Earth3
1993,33.62,ssp245,EC-Earth3
1994,33.23,ssp245,EC-Earth3
1995,30.35,ssp245,EC-Earth3
1996,29.74,ssp245,EC-Earth3
1997,30.81,ssp245,EC-Earth3
1998,29.69,ssp245,EC-Earth3
1999,28.53,ssp245,EC-Earth3
2000,30.72,ssp245,EC-Earth3
2001,33.6,ssp245,EC-Earth3
2002,30.44,ssp245,EC-Earth3
2003,28.05,ssp245,EC-Earth3
2004,29.74,ssp245,EC-Earth3
2005,28.88,ssp245,EC-Earth3
2006,29.57,ssp245,EC-Earth3
2007,32.93,ssp245,EC-Earth3
2008,29.3,ssp245,EC-Earth3
2009,33.33,ssp245,EC-Earth3
2010,30.36,ssp245,EC-Earth3
2011,32.9,ssp245,EC-Earth3
2012,33.05,ssp245,EC-Earth3
2013,28.53,ssp245,EC-Earth3
2014,27.63,ssp245,EC-Earth3
2015,36.37,ssp245,EC-Earth3
2016,30.02,ssp245,EC-Earth3
2017,29.11,ssp245,EC-Earth3
2018,33.94,ssp245,EC-Earth3
2019,33.84,ssp245,EC-Earth3
2020,31.59,ssp245,EC-Earth3
2021,31.5,ssp245,EC-Earth3
2022,30.85,ssp245,EC-Earth3
2023,31.13,ssp245,EC-Earth3
2024,37.22,ssp245,EC-Earth3
2025,32.58,ssp245,EC-Earth3
2026,31.37,ssp245,EC-Earth3
2027,24.52,ssp245,EC-Earth3
2028,31.36,ssp245,EC-Earth3
2029,30.29,ssp245,EC-Earth3
2030,28.76,ssp245,EC-Earth3
2031,30.7,ssp245,EC-Earth3
2032,34.6,ssp245,EC-Earth3
2033,33.9,ssp245,EC-Earth3
2034,37.82,ssp245,EC-Earth3
2035,31.71,ssp245,EC-Earth3
2036,33.38,ssp245,EC-Earth3
2037,32.13,ssp245,EC-Earth3
2038,33.14,ssp245,EC-Earth3
2039,31.74,ssp245,EC-Earth3
2040,32.11,ssp245,EC-Earth3
2041,32.73,ssp245,EC-Earth3
2042,33.46,ssp245,EC-Earth3
2043,31.84,ssp245,EC-Earth3
2044,33.54,ssp245,EC-Earth3
2045,32.58,ssp245,EC-Earth3
2046,32.35,ssp245,EC-Earth3
2047,35.81,ssp245,EC-Earth3
2048,34.04,ssp245,EC-Earth3
2049,35.27,ssp245,EC-Earth3
2050,30.68,ssp245,EC-Earth3
2051,31.16,ssp245,EC-Earth3
2052,32.16,ssp245,EC-Earth3
2053,32.92,ssp245,EC-Earth3
2054,35.26,ssp245,EC-Earth3
2055,32.99,ssp245,EC-Earth3
2056,35.45,ssp245,EC-Earth3
2057,30.64,ssp245,EC-Earth3
2058,31.04,ssp245,EC-Earth3
2059,33.53,ssp245,EC-Earth3
2060,37.11,ssp245,EC-Earth3
2061,32.6,ssp245,EC-Earth3
2062,32.24,ssp245,EC-Earth3
2063,32.8,ssp245,EC-Earth3
2064,36.05,ssp245,EC-Earth3
2065,31.84,ssp245,EC-Earth3
2066,36.23,ssp245,EC-Earth3
2067,31.16,ssp245,EC-Earth3
2068,32.73,ssp245,EC-Earth3
2069,34.42,ssp245,EC-Earth3
2070,32.36,ssp245,EC-Earth3
2071,32.35,ssp245,EC-Earth3
2072,31.89,ssp245,EC-Earth3
2073,35.99,ssp245,EC-Earth3
2074,38.56,ssp245,EC-Earth3
2075,30.36,ssp245,EC-Earth3
2076,33.55,ssp245,EC-Earth3
2077,30.99,ssp245,EC-Earth3
2078,33.73,ssp245,EC-Earth3
2079,35.09,ssp245,EC-Earth3
2080,39.1,ssp245,EC-Earth3
2081,30.33,ssp245,EC-Earth3
2082,32.58,ssp245,EC-Earth3
2083,29.04,ssp245,EC-Earth3
2084,29.52,ssp245,EC-Earth3
2085,37.97,ssp245,EC-Earth3
2086,36.4,ssp245,EC-Earth3
2087,28.75,ssp245,EC-Earth3
2088,36.0,ssp245,EC-Earth3
2089,32.24,ssp245,EC-Earth3
2090,34.38,ssp245,EC-Earth3
2091,33.8,ssp245,EC-Earth3
2092,28.88,ssp245,EC-Earth3
2093,32.64,ssp245,EC-Earth3
2094,29.68,ssp245,EC-Earth3
2095,32.97,ssp245,EC-Earth3
2096,33.43,ssp245,EC-Earth3
2097,29.94,ssp245,EC-Earth3
2098,33.1,ssp245,EC-Earth3
2099,35.91,ssp245,EC-Earth3
2100,28.39,ssp245,EC-Earth3
1950,33.14,ssp245,FGOALS-g3
1951,32.1,ssp245,FGOALS-g3
1952,26.52,ssp245,FGOALS-g3
1953,28.12,ssp245,FGOALS-g3
1954,30.27,ssp245,FGOALS-g3
1955,28.07,ssp245,FGOALS-g3
1956,33.1,ssp245,FGOALS-g3
1957,31.07,ssp245,FGOALS-g3
1958,32.45,ssp245,FGOALS-g3
1959,26.59,ssp245,FGOALS-g3
1960,29.38,ssp245,FGOALS-g3
1961,29.76,ssp245,FGOALS-g3
1962,33.65,ssp245,FGOALS-g3
1963,28.97,ssp245,FGOALS-g3
1964,25.49,ssp245,FGOALS-g3
1965,35.26,ssp245,FGOALS-g3
1966,32.62,ssp245,FGOALS-g3
1967,27.83,ssp245,FGOALS-g3
1968,30.44,ssp245,FGOALS-g3
1969,29.08,ssp245,FGOALS-g3
1970,27.57,ssp245,FGOALS-g3
1971,30.93,ssp245,FGOALS-g3
1972,30.75,ssp245,FGOALS-g3
1973,32.24,ssp245,FGOALS-g3
1974,29.5,ssp245,FGOALS-g3
1975,26.92,ssp245,FGOALS-g3
1976,30.73,ssp245,FGOALS-g3
1977,31.18,ssp245,FGOALS-g3
1978,30.25,ssp245,FGOALS-g3
1979,32.63,ssp245,FGOALS-g3
1980,30.03,ssp245,FGOALS-g3
1981,26.26,ssp245,FGOALS-g3
1982,27.46,ssp245,FGOALS-g3
1983,30.36,ssp245,FGOALS-g3
1984,30.67,ssp245,FGOALS-g3
1985,33.42,ssp245,FGOALS-g3
1986,28.47,ssp245,FGOALS-g3
1987,36.72,ssp245,FGOALS-g3
1988,31.46,ssp245,FGOALS-g3
1989,27.2,ssp245,FGOALS-g3
