year,season,scenario,model,snc_mile2
2055,2,ssp585,ensemble_mean,2695802.3397697
2055,3,ssp126,ensemble_mean,285607.5455509
2055,3,ssp245,ensemble_mean,253814.125558945
2055,3,ssp370,ensemble_mean,231545.095442925
2055,3,ssp585,ensemble_mean,233896.805440826
2055,4,ssp126,ensemble_mean,1468878.44750224
2055,4,ssp245,ensemble_mean,1398339.8893855
2055,4,ssp370,ensemble_mean,1351930.04515336
2055,4,ssp585,ensemble_mean,1302163.8281244
2056,1,ssp126,ensemble_mean,4503480.19457063
2056,1,ssp245,ensemble_mean,4364746.93358478
2056,1,ssp370,ensemble_mean,4203912.29634366
2056,1,ssp585,ensemble_mean,4195306.91986185
2056,2,ssp126,ensemble_mean,2875655.25568647
2056,2,ssp245,ensemble_mean,2840119.44667905
2056,2,ssp370,ensemble_mean,2584037.51974296
2056,2,ssp585,ensemble_mean,2584099.83305242
2056,3,ssp126,ensemble_mean,270890.08761788
2056,3,ssp245,ensemble_mean,263727.282764319
2056,3,ssp370,ensemble_mean,231180.353411453
2056,3,ssp585,ensemble_mean,197742.058016803
2056,4,ssp126,ensemble_mean,1449267.88061985
2056,4,ssp245,ensemble_mean,1387578.9453685
2056,4,ssp370,ensemble_mean,1333771.21663542
2056,4,ssp585,ensemble_mean,1186872.3432673
2057,1,ssp126,ensemble_mean,4446500.38386777
2057,1,ssp245,ensemble_mean,4511010.61029882
2057,1,ssp370,ensemble_mean,4314588.76620066
2057,1,ssp585,ensemble_mean,4259707.93887033
2057,2,ssp126,ensemble_mean,2875118.44567284
2057,2,ssp245,ensemble_mean,2796898.91627235
2057,2,ssp370,ensemble_mean,2684227.01517289
2057,2,ssp585,ensemble_mean,2587375.06019863
2057,3,ssp126,ensemble_mean,259062.746233087
2057,3,ssp245,ensemble_mean,233791.936801169
2057,3,ssp370,ensemble_mean,220828.501379997
2057,3,ssp585,ensemble_mean,203382.079116937
2057,4,ssp126,ensemble_mean,1441403.5723424
2057,4,ssp245,ensemble_mean,1325341.87364764
2057,4,ssp370,ensemble_mean,1319812.17118466
2057,4,ssp585,ensemble_mean,1226661.67169345
2058,1,ssp126,ensemble_mean,4474757.22927368
2058,1,ssp245,ensemble_mean,4378427.52189779
2058,1,ssp370,ensemble_mean,4314305.50802039
2058,1,ssp585,ensemble_mean,4216021.59607252
2058,2,ssp126,ensemble_mean,2855960.42537885
2058,2,ssp245,ensemble_mean,2675307.893454
2058,2,ssp370,ensemble_mean,2718729.06938674
2058,2,ssp585,ensemble_mean,2621308.97062232
2058,3,ssp126,ensemble_mean,286858.487918229
2058,3,ssp245,ensemble_mean,242103.383730137
2058,3,ssp370,ensemble_mean,219874.16076897
2058,3,ssp585,ensemble_mean,205690.004221103
2058,4,ssp126,ensemble_mean,1422447.76047188
2058,4,ssp245,ensemble_mean,1368842.51618368
2058,4,ssp370,ensemble_mean,1307758.1448902
2058,4,ssp585,ensemble_mean,1309516.3607895
2059,1,ssp126,ensemble_mean,4517029.08392742
2059,1,ssp245,ensemble_mean,4243786.93749892
2059,1,ssp370,ensemble_mean,4343677.73090818
2059,1,ssp585,ensemble_mean,4172452.21215227
2059,2,ssp126,ensemble_mean,2850440.34963367
2059,2,ssp245,ensemble_mean,2679709.44992486
2059,2,ssp370,ensemble_mean,2711539.77610039
2059,2,ssp585,ensemble_mean,2551032.24026595
2059,3,ssp126,ensemble_mean,262877.532249165
2059,3,ssp245,ensemble_mean,242104.239423088
2059,3,ssp370,ensemble_mean,228652.261716425
2059,3,ssp585,ensemble_mean,209051.802787198
2059,4,ssp126,ensemble_mean,1478785.83743359
2059,4,ssp245,ensemble_mean,1317416.18082456
2059,4,ssp370,ensemble_mean,1315714.19032225
2059,4,ssp585,ensemble_mean,1214565.92052608
2060,1,ssp126,ensemble_mean,4471100.28889826
2060,1,ssp245,ensemble_mean,4402539.99416942
2060,1,ssp370,ensemble_mean,4433986.64806738
2060,1,ssp585,ensemble_mean,4132424.53070831
2060,2,ssp126,ensemble_mean,2791701.12685421
2060,2,ssp245,ensemble_mean,2638182.27652091
2060,2,ssp370,ensemble_mean,2737285.82247359
2060,2,ssp585,ensemble_mean,2534420.43463634
2060,3,ssp126,ensemble_mean,252048.683039497
2060,3,ssp245,ensemble_mean,210107.952971054
2060,3,ssp370,ensemble_mean,226689.956080962
2060,3,ssp585,ensemble_mean,182230.24558309
2060,4,ssp126,ensemble_mean,1442517.64451733
2060,4,ssp245,ensemble_mean,1319501.82865865
2060,4,ssp370,ensemble_mean,1235924.63434888
2060,4,ssp585,ensemble_mean,1215107.56804635
2061,1,ssp126,ensemble_mean,4448714.33335486
2061,1,ssp245,ensemble_mean,4448449.22401418
2061,1,ssp370,ensemble_mean,4341785.36470248
2061,1,ssp585,ensemble_mean,4081214.68761434
2061,2,ssp126,ensemble_mean,2828474.45942167
2061,2,ssp245,ensemble_mean,2716620.7970106
2061,2,ssp370,ensemble_mean,2602564.8335389
2061,2,ssp585,ensemble_mean,2497231.98733233
2061,3,ssp126,ensemble_mean,283915.59362714
2061,3,ssp245,ensemble_mean,225782.310332407
2061,3,ssp370,ensemble_mean,210956.085109279
2061,3,ssp585,ensemble_mean,176234.137376118
2061,4,ssp126,ensemble_mean,1458559.51828652
2061,4,ssp245,ensemble_mean,1457037.81793741
2061,4,ssp370,ensemble_mean,1316487.03717012
2061,4,ssp585,ensemble_mean,1152798.37814786
2062,1,ssp126,ensemble_mean,4497336.0537838
2062,1,ssp245,ensemble_mean,4424992.80946956
2062,1,ssp370,ensemble_mean,4313687.45799057
2062,1,ssp585,ensemble_mean,4218237.9356282
2062,2,ssp126,ensemble_mean,2804237.60933163
2062,2,ssp245,ensemble_mean,2806661.44500279
2062,2,ssp370,ensemble_mean,2716269.11407532
2062,2,ssp585,ensemble_mean,2529075.4049325
2062,3,ssp126,ensemble_mean,269545.5025314
2062,3,ssp245,ensemble_mean,223460.051379838
2062,3,ssp370,ensemble_mean,199037.417389211
2062,3,ssp585,ensemble_mean,200664.463221353
2062,4,ssp126,ensemble_mean,1509128.58085265
2062,4,ssp245,ensemble_mean,1343975.65504336
2062,4,ssp370,ensemble_mean,1263677.27942353
2062,4,ssp585,ensemble_mean,1222604.28968467
2063,1,ssp126,ensemble_mean,4497314.13082041
2063,1,ssp245,ensemble_mean,4314843.58655263
2063,1,ssp370,ensemble_mean,4176436.91464045
2063,1,ssp585,ensemble_mean,4302552.98933772
2063,2,ssp126,ensemble_mean,2720673.8724193
2063,2,ssp245,ensemble_mean,2650027.53319052
2063,2,ssp370,ensemble_mean,2604868.79984193
2063,2,ssp585,ensemble_mean,2526381.19836106
2063,3,ssp126,ensemble_mean,269289.038848138
2063,3,ssp245,ensemble_mean,230284.412392479
2063,3,ssp370,ensemble_mean,233458.207927597
2063,3,ssp585,ensemble_mean,187802.432917468
2063,4,ssp126,ensemble_mean,1456329.25181501
2063,4,ssp245,ensemble_mean,1414724.63379732
2063,4,ssp370,ensemble_mean,1218495.41255187
2063,4,ssp585,ensemble_mean,1172561.45782677
2064,1,ssp126,ensemble_mean,4449162.42621676
2064,1,ssp245,ensemble_mean,4383139.04815499
2064,1,ssp370,ensemble_mean,4307268.00096428
2064,1,ssp585,ensemble_mean,4225977.32729273
2064,2,ssp126,ensemble_mean,2760306.78191164
2064,2,ssp245,ensemble_mean,2749561.13595276
2064,2,ssp370,ensemble_mean,2679172.30339454
2064,2,ssp585,ensemble_mean,2588396.14049437
2064,3,ssp126,ensemble_mean,259384.087972421
2064,3,ssp245,ensemble_mean,215967.837262955
2064,3,ssp370,ensemble_mean,220703.589374394
2064,3,ssp585,ensemble_mean,182108.577638187
2064,4,ssp126,ensemble_mean,1527204.69374905
2064,4,ssp245,ensemble_mean,1353131.71739519
2064,4,ssp370,ensemble_mean,1224678.06562008
2064,4,ssp585,ensemble_mean,1132108.66788185
2065,1,ssp126,ensemble_mean,4457063.67757191
2065,1,ssp245,ensemble_mean,4462326.94621738
2065,1,ssp370,ensemble_mean,4324233.59062067
2065,1,ssp585,ensemble_mean,4153961.09924641
2065,2,ssp126,ensemble_mean,2862751.60602113
2065,2,ssp245,ensemble_mean,2800938.26590138
2065,2,ssp370,ensemble_mean,2656761.43086606
2065,2,ssp585,ensemble_mean,2594381.13985772
2065,3,ssp126,ensemble_mean,278819.241252489
2065,3,ssp245,ensemble_mean,235157.813018586
2065,3,ssp370,ensemble_mean,209436.83046428
2065,3,ssp585,ensemble_mean,184880.855991547
2065,4,ssp126,ensemble_mean,1467244.39368254
2065,4,ssp245,ensemble_mean,1353160.96013291
2065,4,ssp370,ensemble_mean,1254594.91680405
2065,4,ssp585,ensemble_mean,1132159.85942375
2066,1,ssp126,ensemble_mean,4453963.09539676
2066,1,ssp245,ensemble_mean,4423700.60381233
2066,1,ssp370,ensemble_mean,4360879.24850644
2066,1,ssp585,ensemble_mean,4082249.0298522
2066,2,ssp126,ensemble_mean,2842114.98861414
2066,2,ssp245,ensemble_mean,2714086.84376082
2066,2,ssp370,ensemble_mean,2615918.2833866
2066,2,ssp585,ensemble_mean,2562892.56135527
2066,3,ssp126,ensemble_mean,258361.11790081
2066,3,ssp245,ensemble_mean,234562.390572201
2066,3,ssp370,ensemble_mean,204123.49628367
2066,3,ssp585,ensemble_mean,202588.083626574
2066,4,ssp126,ensemble_mean,1490038.53113207
2066,4,ssp245,ensemble_mean,1351771.19215372
2066,4,ssp370,ensemble_mean,1247985.36641828
2066,4,ssp585,ensemble_mean,1149232.82467285
2067,1,ssp126,ensemble_mean,4373116.63608348
2067,1,ssp245,ensemble_mean,4395769.42815477
2067,1,ssp370,ensemble_mean,4222655.8792967
2067,1,ssp585,ensemble_mean,4150172.37753408
2067,2,ssp126,ensemble_mean,2753675.93259554
2067,2,ssp245,ensemble_mean,2657978.80568754
2067,2,ssp370,ensemble_mean,2640649.88170669
2067,2,ssp585,ensemble_mean,2419044.83508072
2067,3,ssp126,ensemble_mean,243534.877262344
2067,3,ssp245,ensemble_mean,230593.654507813
2067,3,ssp370,ensemble_mean,207216.104478976
2067,3,ssp585,ensemble_mean,168942.078947935
2067,4,ssp126,ensemble_mean,1415379.59513558
2067,4,ssp245,ensemble_mean,1306115.35851123
2067,4,ssp370,ensemble_mean,1195609.62207698
2067,4,ssp585,ensemble_mean,1080520.20953111
2068,1,ssp126,ensemble_mean,4424878.62116849
2068,1,ssp245,ensemble_mean,4279321.24840222
2068,1,ssp370,ensemble_mean,4213160.19919633
2068,1,ssp585,ensemble_mean,4066209.29655724
2068,2,ssp126,ensemble_mean,2788924.22449924
2068,2,ssp245,ensemble_mean,2649612.94748548
2068,2,ssp370,ensemble_mean,2605551.00847391
2068,2,ssp585,ensemble_mean,2507686.83053997
2068,3,ssp126,ensemble_mean,259138.811137878
2068,3,ssp245,ensemble_mean,219494.690601949
2068,3,ssp370,ensemble_mean,207468.636069389
2068,3,ssp585,ensemble_mean,169976.705457572
2068,4,ssp126,ensemble_mean,1476512.55306781
2068,4,ssp245,ensemble_mean,1311328.10248778
2068,4,ssp370,ensemble_mean,1157157.03034421
2068,4,ssp585,ensemble_mean,1115098.26650853
2069,1,ssp126,ensemble_mean,4474715.76134148
2069,1,ssp245,ensemble_mean,4392187.74024422
2069,1,ssp370,ensemble_mean,4208430.78161926
2069,1,ssp585,ensemble_mean,4123248.30391072
2069,2,ssp126,ensemble_mean,2904107.51716459
2069,2,ssp245,ensemble_mean,2762805.34242348
2069,2,ssp370,ensemble_mean,2538742.06720777
2069,2,ssp585,ensemble_mean,2460172.78405651
2069,3,ssp126,ensemble_mean,258470.539297549
2069,3,ssp245,ensemble_mean,224820.454014336
2069,3,ssp370,ensemble_mean,184355.55557173
2069,3,ssp585,ensemble_mean,171655.657516776
2069,4,ssp126,ensemble_mean,1476525.038645
2069,4,ssp245,ensemble_mean,1313848.91880682
2069,4,ssp370,ensemble_mean,1131561.88554587
2069,4,ssp585,ensemble_mean,1112403.31780238
2070,1,ssp126,ensemble_mean,4502260.17430096
2070,1,ssp245,ensemble_mean,4385293.62297098
2070,1,ssp370,ensemble_mean,4103124.82203751
2070,1,ssp585,ensemble_mean,3980744.41037128
2070,2,ssp126,ensemble_mean,2768477.7543282
2070,2,ssp245,ensemble_mean,2697972.08178476
2070,2,ssp370,ensemble_mean,2568098.69377636
2070,2,ssp585,ensemble_mean,2394702.38116098
2070,3,ssp126,ensemble_mean,248008.987944051
2070,3,ssp245,ensemble_mean,240327.123224111
2070,3,ssp370,ensemble_mean,194818.816988663
2070,3,ssp585,ensemble_mean,170241.455714599
2070,4,ssp126,ensemble_mean,1381253.67387277
2070,4,ssp245,ensemble_mean,1301144.12941867
2070,4,ssp370,ensemble_mean,1192282.69736482
2070,4,ssp585,ensemble_mean,1041197.43963781
2071,1,ssp126,ensemble_mean,4454552.25751581
2071,1,ssp245,ensemble_mean,4257250.53289067
2071,1,ssp370,ensemble_mean,4188785.60781883
2071,1,ssp585,ensemble_mean,4018848.38639072
2071,2,ssp126,ensemble_mean,2837953.64173377
2071,2,ssp245,ensemble_mean,2709623.51194767
2071,2,ssp370,ensemble_mean,2544838.92139535
2071,2,ssp585,ensemble_mean,2419243.83804306
2071,3,ssp126,ensemble_mean,242941.40927722
2071,3,ssp245,ensemble_mean,228340.750203647
2071,3,ssp370,ensemble_mean,186809.710846173
2071,3,ssp585,ensemble_mean,159097.754623511
2071,4,ssp126,ensemble_mean,1449373.63074077
2071,4,ssp245,ensemble_mean,1317419.38882972
2071,4,ssp370,ensemble_mean,1193169.9400289
2071,4,ssp585,ensemble_mean,1038359.45824056
2072,1,ssp126,ensemble_mean,4507865.36189368
2072,1,ssp245,ensemble_mean,4250983.28851426
2072,1,ssp370,ensemble_mean,3979830.05766629
2072,1,ssp585,ensemble_mean,4063252.36154586
2072,2,ssp126,ensemble_mean,2855971.45407403
2072,2,ssp245,ensemble_mean,2631891.7253165
2072,2,ssp370,ensemble_mean,2456350.06106122
2072,2,ssp585,ensemble_mean,2437066.03860278
2072,3,ssp126,ensemble_mean,251183.426512252
2072,3,ssp245,ensemble_mean,226952.586006945
2072,3,ssp370,ensemble_mean,173941.09715971
2072,3,ssp585,ensemble_mean,164570.273414415
2072,4,ssp126,ensemble_mean,1477997.91264889
2072,4,ssp245,ensemble_mean,1338845.98671917
2072,4,ssp370,ensemble_mean,1247631.3287328
2072,4,ssp585,ensemble_mean,1015960.10469991
2073,1,ssp126,ensemble_mean,4488756.18373926
2073,1,ssp245,ensemble_mean,4266788.46791852
2073,1,ssp370,ensemble_mean,4163236.72536708
2073,1,ssp585,ensemble_mean,3918996.25687558
2073,2,ssp126,ensemble_mean,2824194.4813555
2073,2,ssp245,ensemble_mean,2690906.968955
2073,2,ssp370,ensemble_mean,2545676.40339965
2073,2,ssp585,ensemble_mean,2326117.15428426
2073,3,ssp126,ensemble_mean,263142.883721967
2073,3,ssp245,ensemble_mean,221431.03123183
2073,3,ssp370,ensemble_mean,185962.815039644
2073,3,ssp585,ensemble_mean,147107.15827048
2073,4,ssp126,ensemble_mean,1389762.57523597
2073,4,ssp245,ensemble_mean,1258865.33553093
2073,4,ssp370,ensemble_mean,1116207.38764646
2073,4,ssp585,ensemble_mean,1052312.00775105
2074,1,ssp126,ensemble_mean,4379514.81554937
2074,1,ssp245,ensemble_mean,4346951.15870043
2074,1,ssp370,ensemble_mean,4121988.24575756
2074,1,ssp585,ensemble_mean,4004972.53478026
2074,2,ssp126,ensemble_mean,2697046.66304984
2074,2,ssp245,ensemble_mean,2592892.8195165
2074,2,ssp370,ensemble_mean,2511887.36205963
2074,2,ssp585,ensemble_mean,2335031.77783995
2074,3,ssp126,ensemble_mean,244247.485364656
2074,3,ssp245,ensemble_mean,215760.923279026
2074,3,ssp370,ensemble_mean,184906.807883219
2074,3,ssp585,ensemble_mean,154949.380887437
2074,4,ssp126,ensemble_mean,1367772.03616585
2074,4,ssp245,ensemble_mean,1313911.03435824
2074,4,ssp370,ensemble_mean,1121090.73291966
2074,4,ssp585,ensemble_mean,1062144.76722876
2075,1,ssp126,ensemble_mean,4531025.39176826
2075,1,ssp245,ensemble_mean,4413184.38386355
2075,1,ssp370,ensemble_mean,4148136.19343337
2075,1,ssp585,ensemble_mean,3915782.6599382
2075,2,ssp126,ensemble_mean,2888290.19675429
2075,2,ssp245,ensemble_mean,2774479.45281789
2075,2,ssp370,ensemble_mean,2506093.43563231
2075,2,ssp585,ensemble_mean,2358693.97244791
2075,3,ssp126,ensemble_mean,237952.305781666
2075,3,ssp245,ensemble_mean,226215.70897937
2075,3,ssp370,ensemble_mean,164408.045701521
2075,3,ssp585,ensemble_mean,149378.41178511
2075,4,ssp126,ensemble_mean,1499013.4285709
2075,4,ssp245,ensemble_mean,1300176.40939031
2075,4,ssp370,ensemble_mean,1125201.97956682
2075,4,ssp585,ensemble_mean,1017826.75744496
2076,1,ssp126,ensemble_mean,4491120.51982881
2076,1,ssp245,ensemble_mean,4292371.61304147
2076,1,ssp370,ensemble_mean,4191697.76211736
2076,1,ssp585,ensemble_mean,4082420.13270993
2076,2,ssp126,ensemble_mean,2836416.65346368
2076,2,ssp245,ensemble_mean,2670104.54739208
2076,2,ssp370,ensemble_mean,2522773.99364626
2076,2,ssp585,ensemble_mean,2291431.91034301
2076,3,ssp126,ensemble_mean,228780.788107604
2076,3,ssp245,ensemble_mean,204021.050749452
2076,3,ssp370,ensemble_mean,171578.186350556
2076,3,ssp585,ensemble_mean,146738.58632998
2076,4,ssp126,ensemble_mean,1453869.03436429
2076,4,ssp245,ensemble_mean,1302054.10665017
2076,4,ssp370,ensemble_mean,1077135.98329562
2076,4,ssp585,ensemble_mean,1062294.44532651
2077,1,ssp126,ensemble_mean,4487352.8442882
2077,1,ssp245,ensemble_mean,4247896.07898154
2077,1,ssp370,ensemble_mean,4250232.23440356
2077,1,ssp585,ensemble_mean,3982852.12923113
2077,2,ssp126,ensemble_mean,2858215.4705811
2077,2,ssp245,ensemble_mean,2644207.85103066
2077,2,ssp370,ensemble_mean,2562908.64267953
2077,2,ssp585,ensemble_mean,2305457.35078849
2077,3,ssp126,ensemble_mean,256232.75877153
2077,3,ssp245,ensemble_mean,216786.988752364
2077,3,ssp370,ensemble_mean,159952.53272586
2077,3,ssp585,ensemble_mean,140323.821446624
2077,4,ssp126,ensemble_mean,1459715.7421143
2077,4,ssp245,ensemble_mean,1297381.55948567
2077,4,ssp370,ensemble_mean,1171526.30207013
2077,4,ssp585,ensemble_mean,1060944.09809055
2078,1,ssp126,ensemble_mean,4446750.6565716
2078,1,ssp245,ensemble_mean,4214931.4989372
2078,1,ssp370,ensemble_mean,4193230.23993882
2078,1,ssp585,ensemble_mean,4017758.81992266
2078,2,ssp126,ensemble_mean,2823986.1034032
2078,2,ssp245,ensemble_mean,2658019.44305537
2078,2,ssp370,ensemble_mean,2567836.17813658
2078,2,ssp585,ensemble_mean,2396131.32008724
2078,3,ssp126,ensemble_mean,259073.794426944
2078,3,ssp245,ensemble_mean,222889.306843031
2078,3,ssp370,ensemble_mean,174770.227297005
2078,3,ssp585,ensemble_mean,144120.310913732
2078,4,ssp126,ensemble_mean,1435760.79373486
2078,4,ssp245,ensemble_mean,1255897.83911142
2078,4,ssp370,ensemble_mean,1155660.88239448
2078,4,ssp585,ensemble_mean,1032645.96428752
2079,1,ssp126,ensemble_mean,4534097.58847647
2079,1,ssp245,ensemble_mean,4370035.80813307
2079,1,ssp370,ensemble_mean,4056480.79665084
2079,1,ssp585,ensemble_mean,4090039.23857554
2079,2,ssp126,ensemble_mean,2856646.67778995
2079,2,ssp245,ensemble_mean,2625909.08313829
2079,2,ssp370,ensemble_mean,2410529.29398022
2079,2,ssp585,ensemble_mean,2417194.00102244
2079,3,ssp126,ensemble_mean,221238.069675953
2079,3,ssp245,ensemble_mean,221014.452326436
2079,3,ssp370,ensemble_mean,168679.445394046
2079,3,ssp585,ensemble_mean,140001.062624974
2079,4,ssp126,ensemble_mean,1503674.91946249
2079,4,ssp245,ensemble_mean,1354797.13417807
2079,4,ssp370,ensemble_mean,1089594.16959689
2079,4,ssp585,ensemble_mean,978031.199388485
2080,1,ssp126,ensemble_mean,4443896.41689073
2080,1,ssp245,ensemble_mean,4362035.59125102
2080,1,ssp370,ensemble_mean,3991058.6393768
2080,1,ssp585,ensemble_mean,3952070.36261643
2080,2,ssp126,ensemble_mean,2868831.00779531
2080,2,ssp245,ensemble_mean,2826404.75368918
2080,2,ssp370,ensemble_mean,2373998.8476513
2080,2,ssp585,ensemble_mean,2211357.10666489
2080,3,ssp126,ensemble_mean,249813.043355268
2080,3,ssp245,ensemble_mean,195213.409349973
2080,3,ssp370,ensemble_mean,169956.268917435
2080,3,ssp585,ensemble_mean,124394.706422231
2080,4,ssp126,ensemble_mean,1467707.59290284
2080,4,ssp245,ensemble_mean,1302606.87862458
2080,4,ssp370,ensemble_mean,1039741.5803606
2080,4,ssp585,ensemble_mean,972335.073393759
2081,1,ssp126,ensemble_mean,4426953.48373236
2081,1,ssp245,ensemble_mean,4371765.74549408
2081,1,ssp370,ensemble_mean,4140121.82196923
2081,1,ssp585,ensemble_mean,3796980.9880586
2081,2,ssp126,ensemble_mean,2850936.82578244
2081,2,ssp245,ensemble_mean,2754686.15384911
2081,2,ssp370,ensemble_mean,2481587.03368555
2081,2,ssp585,ensemble_mean,2187838.82846978
2081,3,ssp126,ensemble_mean,256534.693923264
2081,3,ssp245,ensemble_mean,222395.53721348
2081,3,ssp370,ensemble_mean,170257.4024497
2081,3,ssp585,ensemble_mean,120699.284460614
2081,4,ssp126,ensemble_mean,1447138.52274764
2081,4,ssp245,ensemble_mean,1282817.9028841
2081,4,ssp370,ensemble_mean,1086372.29853181
2081,4,ssp585,ensemble_mean,927182.365853715
2082,1,ssp126,ensemble_mean,4508208.43208487
2082,1,ssp245,ensemble_mean,4280465.87118659
2082,1,ssp370,ensemble_mean,3963435.0807528
2082,1,ssp585,ensemble_mean,3829371.48053359
2082,2,ssp126,ensemble_mean,2900500.98479615
2082,2,ssp245,ensemble_mean,2584257.88696044
2082,2,ssp370,ensemble_mean,2468510.29144533
2082,2,ssp585,ensemble_mean,2166847.83293632
2082,3,ssp126,ensemble_mean,247613.290215513
2082,3,ssp245,ensemble_mean,217295.295076624
2082,3,ssp370,ensemble_mean,171967.858092795
2082,3,ssp585,ensemble_mean,128017.022880804
2082,4,ssp126,ensemble_mean,1484175.71553284
2082,4,ssp245,ensemble_mean,1279179.99544096
2082,4,ssp370,ensemble_mean,1096332.29561621
2082,4,ssp585,ensemble_mean,874689.631280024
2083,1,ssp126,ensemble_mean,4553581.9458815
2083,1,ssp245,ensemble_mean,4198862.3143764
2083,1,ssp370,ensemble_mean,4084665.44394015
2083,1,ssp585,ensemble_mean,3674421.75382012
2083,2,ssp126,ensemble_mean,2873687.73259641
2083,2,ssp245,ensemble_mean,2681072.21084915
2083,2,ssp370,ensemble_mean,2413994.40904094
2083,2,ssp585,ensemble_mean,2155847.56026224
2083,3,ssp126,ensemble_mean,241569.74476139
2083,3,ssp245,ensemble_mean,205276.538275818
2083,3,ssp370,ensemble_mean,164168.988003752
2083,3,ssp585,ensemble_mean,113387.696196712
2083,4,ssp126,ensemble_mean,1441174.91493165
2083,4,ssp245,ensemble_mean,1258979.00440375
2083,4,ssp370,ensemble_mean,1046795.03195852
2083,4,ssp585,ensemble_mean,896402.013322885
2084,1,ssp126,ensemble_mean,4537051.13446202
2084,1,ssp245,ensemble_mean,4196678.46511335
2084,1,ssp370,ensemble_mean,3943675.69531119
