year,scenario,model,snc_mile2
2059,ssp245,mpi_esm1_2_lr,1496649.92177342
2060,ssp245,mpi_esm1_2_lr,1420728.96032389
2061,ssp245,mpi_esm1_2_lr,1548642.34620615
2062,ssp245,mpi_esm1_2_lr,1471848.67499585
2063,ssp245,mpi_esm1_2_lr,1562994.52887393
2064,ssp245,mpi_esm1_2_lr,1346407.00281691
2065,ssp245,mpi_esm1_2_lr,1511055.1589161
2066,ssp245,mpi_esm1_2_lr,1614600.74184397
2067,ssp245,mpi_esm1_2_lr,1569819.04798307
2068,ssp245,mpi_esm1_2_lr,1524398.14792075
2069,ssp245,mpi_esm1_2_lr,1537986.95825305
2070,ssp245,mpi_esm1_2_lr,1566069.93953624
2071,ssp245,mpi_esm1_2_lr,1464986.93159148
2072,ssp245,mpi_esm1_2_lr,1517796.30444691
2073,ssp245,mpi_esm1_2_lr,1522951.73382857
2074,ssp245,mpi_esm1_2_lr,1417189.51791513
2075,ssp245,mpi_esm1_2_lr,1486320.51345101
2076,ssp245,mpi_esm1_2_lr,1464603.80872975
2077,ssp245,mpi_esm1_2_lr,1571017.87954487
2078,ssp245,mpi_esm1_2_lr,1588850.3833227
2079,ssp245,mpi_esm1_2_lr,1459114.12843415
2080,ssp245,mpi_esm1_2_lr,1581349.0089237
2081,ssp245,mpi_esm1_2_lr,1561799.90819177
2082,ssp245,mpi_esm1_2_lr,1499894.72904258
2083,ssp245,mpi_esm1_2_lr,1443597.31450422
2084,ssp245,mpi_esm1_2_lr,1474009.258097
2085,ssp245,mpi_esm1_2_lr,1472658.96050322
2086,ssp245,mpi_esm1_2_lr,1485178.31835353
2087,ssp245,mpi_esm1_2_lr,1428067.09485895
2088,ssp245,mpi_esm1_2_lr,1642299.14399037
2089,ssp245,mpi_esm1_2_lr,1557847.25374271
2090,ssp245,mpi_esm1_2_lr,1444667.43271908
2091,ssp245,mpi_esm1_2_lr,1661439.9463818
2092,ssp245,mpi_esm1_2_lr,1421891.9861378
2093,ssp245,mpi_esm1_2_lr,1321877.99247016
2094,ssp245,mpi_esm1_2_lr,1448550.34289308
2095,ssp245,mpi_esm1_2_lr,1515836.99814401
2096,ssp245,mpi_esm1_2_lr,1399649.42558579
2097,ssp245,mpi_esm1_2_lr,1381693.79539403
2098,ssp245,mpi_esm1_2_lr,1420096.92795363
2099,ssp245,mpi_esm1_2_lr,1386258.49255826
2100,ssp245,mpi_esm1_2_lr,1354904.09569243
2015,ssp370,mpi_esm1_2_lr,1737643.20913718
2016,ssp370,mpi_esm1_2_lr,1775630.00783888
2017,ssp370,mpi_esm1_2_lr,1778614.70914839
2018,ssp370,mpi_esm1_2_lr,1648978.18212221
2019,ssp370,mpi_esm1_2_lr,1712315.61511265
2020,ssp370,mpi_esm1_2_lr,1909950.92185227
2021,ssp370,mpi_esm1_2_lr,1833843.69778157
2022,ssp370,mpi_esm1_2_lr,1838532.20113051
2023,ssp370,mpi_esm1_2_lr,1819115.18004059
2024,ssp370,mpi_esm1_2_lr,1464444.91255375
2025,ssp370,mpi_esm1_2_lr,1594632.50907808
2026,ssp370,mpi_esm1_2_lr,1694704.48112782
2027,ssp370,mpi_esm1_2_lr,1733823.77985379
2028,ssp370,mpi_esm1_2_lr,1637988.0692747
2029,ssp370,mpi_esm1_2_lr,1678534.90818834
2030,ssp370,mpi_esm1_2_lr,1767804.8017755
2031,ssp370,mpi_esm1_2_lr,1788579.43252252
2032,ssp370,mpi_esm1_2_lr,1753892.79473507
2033,ssp370,mpi_esm1_2_lr,1705922.50367944
2034,ssp370,mpi_esm1_2_lr,1743163.47465451
2035,ssp370,mpi_esm1_2_lr,1729170.03749106
2036,ssp370,mpi_esm1_2_lr,1632727.99377618
2037,ssp370,mpi_esm1_2_lr,1616567.15938021
2038,ssp370,mpi_esm1_2_lr,1788486.20502834
2039,ssp370,mpi_esm1_2_lr,1617262.93464281
2040,ssp370,mpi_esm1_2_lr,1651425.79669583
2041,ssp370,mpi_esm1_2_lr,1669985.90022612
2042,ssp370,mpi_esm1_2_lr,1521951.39844036
2043,ssp370,mpi_esm1_2_lr,1706038.51407217
2044,ssp370,mpi_esm1_2_lr,1563596.48948743
2045,ssp370,mpi_esm1_2_lr,1411896.37550588
2046,ssp370,mpi_esm1_2_lr,1401486.1069432
2047,ssp370,mpi_esm1_2_lr,1583719.66412816
2048,ssp370,mpi_esm1_2_lr,1567480.48672987
2049,ssp370,mpi_esm1_2_lr,1546971.15954903
2050,ssp370,mpi_esm1_2_lr,1634836.31387146
2051,ssp370,mpi_esm1_2_lr,1528148.49604608
2052,ssp370,mpi_esm1_2_lr,1752883.08375589
2053,ssp370,mpi_esm1_2_lr,1612840.02869182
2054,ssp370,mpi_esm1_2_lr,1579201.43385853
2055,ssp370,mpi_esm1_2_lr,1693898.75725824
2056,ssp370,mpi_esm1_2_lr,1307040.96293095
2057,ssp370,mpi_esm1_2_lr,1416032.16957557
2058,ssp370,mpi_esm1_2_lr,1630903.0211784
2059,ssp370,mpi_esm1_2_lr,1596739.40855276
2060,ssp370,mpi_esm1_2_lr,1550118.4862467
2061,ssp370,mpi_esm1_2_lr,1403634.66704175
2062,ssp370,mpi_esm1_2_lr,1388773.41010232
2063,ssp370,mpi_esm1_2_lr,1418563.44791723
2064,ssp370,mpi_esm1_2_lr,1505173.46929467
2065,ssp370,mpi_esm1_2_lr,1443485.95384848
2066,ssp370,mpi_esm1_2_lr,1561558.25240628
2067,ssp370,mpi_esm1_2_lr,1494718.23266543
2068,ssp370,mpi_esm1_2_lr,1460110.51179389
2069,ssp370,mpi_esm1_2_lr,1419708.04704223
2070,ssp370,mpi_esm1_2_lr,1369609.38142836
2071,ssp370,mpi_esm1_2_lr,1431555.44196727
2072,ssp370,mpi_esm1_2_lr,1392534.36819066
2073,ssp370,mpi_esm1_2_lr,1462080.3023652
2074,ssp370,mpi_esm1_2_lr,1362856.24595898
2075,ssp370,mpi_esm1_2_lr,1433481.45468903
2076,ssp370,mpi_esm1_2_lr,1563588.84085067
2077,ssp370,mpi_esm1_2_lr,1622212.05277148
2078,ssp370,mpi_esm1_2_lr,1446738.25436576
2079,ssp370,mpi_esm1_2_lr,1372217.71225234
2080,ssp370,mpi_esm1_2_lr,1296586.5728978
2081,ssp370,mpi_esm1_2_lr,1416192.10344362
2082,ssp370,mpi_esm1_2_lr,1230186.36862537
2083,ssp370,mpi_esm1_2_lr,1282623.42990921
2084,ssp370,mpi_esm1_2_lr,1320596.91243858
2085,ssp370,mpi_esm1_2_lr,1356169.35786321
2086,ssp370,mpi_esm1_2_lr,1262997.48007037
2087,ssp370,mpi_esm1_2_lr,1232330.24216776
2088,ssp370,mpi_esm1_2_lr,1349199.55271728
2089,ssp370,mpi_esm1_2_lr,1340985.34248487
2090,ssp370,mpi_esm1_2_lr,1124919.81367283
2091,ssp370,mpi_esm1_2_lr,1218438.01386341
2092,ssp370,mpi_esm1_2_lr,1501803.74879974
2093,ssp370,mpi_esm1_2_lr,1398358.03290979
2094,ssp370,mpi_esm1_2_lr,1296977.43718715
2095,ssp370,mpi_esm1_2_lr,1306347.65583252
2096,ssp370,mpi_esm1_2_lr,1330970.79914619
2097,ssp370,mpi_esm1_2_lr,1516577.03229125
2098,ssp370,mpi_esm1_2_lr,1386355.8953975
2099,ssp370,mpi_esm1_2_lr,1404913.97269815
2100,ssp370,mpi_esm1_2_lr,1461361.85425387
2015,ssp585,mpi_esm1_2_lr,1658526.53646544
2016,ssp585,mpi_esm1_2_lr,1634101.84745377
2017,ssp585,mpi_esm1_2_lr,1619475.74847228
2018,ssp585,mpi_esm1_2_lr,1623153.0879446
2019,ssp585,mpi_esm1_2_lr,1799670.23236426
2020,ssp585,mpi_esm1_2_lr,1755475.1798601
2021,ssp585,mpi_esm1_2_lr,1700807.61669911
2022,ssp585,mpi_esm1_2_lr,1672059.48816496
2023,ssp585,mpi_esm1_2_lr,1621678.35812224
2024,ssp585,mpi_esm1_2_lr,1662200.81850182
2025,ssp585,mpi_esm1_2_lr,1662940.5599477
2026,ssp585,mpi_esm1_2_lr,1626721.38918374
2027,ssp585,mpi_esm1_2_lr,1760004.92060446
2028,ssp585,mpi_esm1_2_lr,1638310.54359721
2029,ssp585,mpi_esm1_2_lr,1653927.83013523
2030,ssp585,mpi_esm1_2_lr,1731656.02131032
2031,ssp585,mpi_esm1_2_lr,1446225.37789092
2032,ssp585,mpi_esm1_2_lr,1371624.12273689
2033,ssp585,mpi_esm1_2_lr,1561072.56640431
2034,ssp585,mpi_esm1_2_lr,1680071.18423203
2035,ssp585,mpi_esm1_2_lr,1906226.73951606
2036,ssp585,mpi_esm1_2_lr,1708367.65742541
2037,ssp585,mpi_esm1_2_lr,1542897.79488742
2038,ssp585,mpi_esm1_2_lr,1530880.50948948
2039,ssp585,mpi_esm1_2_lr,1541064.53713839
2040,ssp585,mpi_esm1_2_lr,1606430.04481635
2041,ssp585,mpi_esm1_2_lr,1564125.69947624
2042,ssp585,mpi_esm1_2_lr,1578982.69437717
2043,ssp585,mpi_esm1_2_lr,1487865.45911428
2044,ssp585,mpi_esm1_2_lr,1546826.74963288
2045,ssp585,mpi_esm1_2_lr,1459553.73507902
2046,ssp585,mpi_esm1_2_lr,1790162.94883883
2047,ssp585,mpi_esm1_2_lr,1839139.64478744
2048,ssp585,mpi_esm1_2_lr,1695992.72129664
2049,ssp585,mpi_esm1_2_lr,1362661.21516778
2050,ssp585,mpi_esm1_2_lr,1331898.62557129
2051,ssp585,mpi_esm1_2_lr,1499061.74991918
2052,ssp585,mpi_esm1_2_lr,1399370.40662609
2053,ssp585,mpi_esm1_2_lr,1483704.75952922
2054,ssp585,mpi_esm1_2_lr,1353900.75843839
2055,ssp585,mpi_esm1_2_lr,1416794.82391966
2056,ssp585,mpi_esm1_2_lr,1488538.70742575
2057,ssp585,mpi_esm1_2_lr,1629158.03675654
2058,ssp585,mpi_esm1_2_lr,1493265.00251345
2059,ssp585,mpi_esm1_2_lr,1365867.18522298
2060,ssp585,mpi_esm1_2_lr,1263952.55715562
2061,ssp585,mpi_esm1_2_lr,1405925.10916948
2062,ssp585,mpi_esm1_2_lr,1451928.5000874
2063,ssp585,mpi_esm1_2_lr,1502635.85895178
2064,ssp585,mpi_esm1_2_lr,1449873.84424963
2065,ssp585,mpi_esm1_2_lr,1531368.09000228
2066,ssp585,mpi_esm1_2_lr,1505228.22907345
2067,ssp585,mpi_esm1_2_lr,1530795.56770474
2068,ssp585,mpi_esm1_2_lr,1380858.38721979
2069,ssp585,mpi_esm1_2_lr,1370837.0708407
2070,ssp585,mpi_esm1_2_lr,1260275.17686695
2071,ssp585,mpi_esm1_2_lr,1297185.56425004
2072,ssp585,mpi_esm1_2_lr,1446045.44746296
2073,ssp585,mpi_esm1_2_lr,1544968.82243003
2074,ssp585,mpi_esm1_2_lr,1273325.17840722
2075,ssp585,mpi_esm1_2_lr,1310723.10766888
2076,ssp585,mpi_esm1_2_lr,1266498.45185818
2077,ssp585,mpi_esm1_2_lr,1464570.55649831
2078,ssp585,mpi_esm1_2_lr,1273805.16808961
2079,ssp585,mpi_esm1_2_lr,1454366.38762357
2080,ssp585,mpi_esm1_2_lr,1475520.71100061
2081,ssp585,mpi_esm1_2_lr,1370188.26182573
2082,ssp585,mpi_esm1_2_lr,1338854.03911318
2083,ssp585,mpi_esm1_2_lr,1280178.94610754
2084,ssp585,mpi_esm1_2_lr,1243292.66074452
2085,ssp585,mpi_esm1_2_lr,1127110.07991269
2086,ssp585,mpi_esm1_2_lr,1047095.11486048
2087,ssp585,mpi_esm1_2_lr,1266270.71548146
2088,ssp585,mpi_esm1_2_lr,1123647.14913071
2089,ssp585,mpi_esm1_2_lr,1193622.12272422
2090,ssp585,mpi_esm1_2_lr,1105533.51399862
2091,ssp585,mpi_esm1_2_lr,1175589.05444184
2092,ssp585,mpi_esm1_2_lr,1484944.36660698
2093,ssp585,mpi_esm1_2_lr,1438403.67075638
2094,ssp585,mpi_esm1_2_lr,1258424.37239607
2095,ssp585,mpi_esm1_2_lr,1120663.42344008
2096,ssp585,mpi_esm1_2_lr,1153593.99743793
2097,ssp585,mpi_esm1_2_lr,1246505.89789179
2098,ssp585,mpi_esm1_2_lr,1225059.93544959
2099,ssp585,mpi_esm1_2_lr,1125552.15871323
2100,ssp585,mpi_esm1_2_lr,1238088.06211925
1850,historical,mri_esm2_0,2849722.64891471
1851,historical,mri_esm2_0,2783967.44921887
1852,historical,mri_esm2_0,2681349.3137727
1853,historical,mri_esm2_0,2828275.25800291
1854,historical,mri_esm2_0,2915521.86023541
1855,historical,mri_esm2_0,2742653.4396122
1856,historical,mri_esm2_0,2755182.67084085
1857,historical,mri_esm2_0,2854242.21908328
1858,historical,mri_esm2_0,2826116.94909949
1859,historical,mri_esm2_0,2852773.93575967
1860,historical,mri_esm2_0,3008126.33579543
1861,historical,mri_esm2_0,2830368.48030527
1862,historical,mri_esm2_0,2926998.25823943
1863,historical,mri_esm2_0,2924866.43855461
1864,historical,mri_esm2_0,2873721.24606101
1865,historical,mri_esm2_0,2891273.89339678
1866,historical,mri_esm2_0,2900301.70676476
1867,historical,mri_esm2_0,2772777.81226249
1868,historical,mri_esm2_0,2666333.71899572
1869,historical,mri_esm2_0,2934015.06658179
1870,historical,mri_esm2_0,2827326.54860818
1871,historical,mri_esm2_0,3072549.90129482
1872,historical,mri_esm2_0,2965365.21797633
1873,historical,mri_esm2_0,3024857.91296814
1874,historical,mri_esm2_0,2800794.56338299
1875,historical,mri_esm2_0,2819497.93922758
1876,historical,mri_esm2_0,2856994.5451727
1877,historical,mri_esm2_0,2839666.91774491
1878,historical,mri_esm2_0,2804649.36221904
1879,historical,mri_esm2_0,2916657.32114429
1880,historical,mri_esm2_0,2780612.4707447
1881,historical,mri_esm2_0,2664277.14597246
1882,historical,mri_esm2_0,2759750.80814056
1883,historical,mri_esm2_0,2850301.17082587
1884,historical,mri_esm2_0,2877694.44450842
1885,historical,mri_esm2_0,3072452.39348781
1886,historical,mri_esm2_0,2906420.48006271
1887,historical,mri_esm2_0,2961796.74207924
1888,historical,mri_esm2_0,2808668.92653685
1889,historical,mri_esm2_0,2875436.13369182
1890,historical,mri_esm2_0,2743339.13248349
1891,historical,mri_esm2_0,2755270.93103625
1892,historical,mri_esm2_0,2888467.20932842
1893,historical,mri_esm2_0,2808111.47935138
1894,historical,mri_esm2_0,2861912.77161744
1895,historical,mri_esm2_0,2750790.77859768
1896,historical,mri_esm2_0,2893038.53129566
1897,historical,mri_esm2_0,2917490.18539414
1898,historical,mri_esm2_0,2846736.73160353
1899,historical,mri_esm2_0,2883154.85225282
1900,historical,mri_esm2_0,2990695.10184824
1901,historical,mri_esm2_0,2744629.41281794
1902,historical,mri_esm2_0,2822074.80478539
1903,historical,mri_esm2_0,3009606.49027507
1904,historical,mri_esm2_0,2751849.71716878
1905,historical,mri_esm2_0,2767637.9800609
1906,historical,mri_esm2_0,2853251.03874808
1907,historical,mri_esm2_0,2956668.89797292
1908,historical,mri_esm2_0,2779501.41463788
1909,historical,mri_esm2_0,2654388.53073922
1910,historical,mri_esm2_0,2707580.58555251
1911,historical,mri_esm2_0,2854638.28347896
1912,historical,mri_esm2_0,2926123.03878966
1913,historical,mri_esm2_0,2976954.34903523
1914,historical,mri_esm2_0,2765393.94506527
1915,historical,mri_esm2_0,3013794.25886403
1916,historical,mri_esm2_0,2927154.2053472
1917,historical,mri_esm2_0,2909236.718498
1918,historical,mri_esm2_0,2799419.52471572
1919,historical,mri_esm2_0,2876335.68656015
1920,historical,mri_esm2_0,2815960.68865279
1921,historical,mri_esm2_0,2795180.89786821
1922,historical,mri_esm2_0,2700029.34759966
1923,historical,mri_esm2_0,2778263.05629371
1924,historical,mri_esm2_0,2845145.35414231
1925,historical,mri_esm2_0,2817211.60335415
1926,historical,mri_esm2_0,3040337.71573589
1927,historical,mri_esm2_0,2551381.836026
1928,historical,mri_esm2_0,2733612.26642847
1929,historical,mri_esm2_0,2776979.71000404
1930,historical,mri_esm2_0,2710237.94455192
1931,historical,mri_esm2_0,2736749.00392
1932,historical,mri_esm2_0,2902864.12755954
1933,historical,mri_esm2_0,2920202.76753037
1934,historical,mri_esm2_0,2967113.18686064
1935,historical,mri_esm2_0,2775303.39894889
1936,historical,mri_esm2_0,2738879.4986631
1937,historical,mri_esm2_0,2752651.7123684
1938,historical,mri_esm2_0,2640040.5346958
1939,historical,mri_esm2_0,2910359.20196802
1940,historical,mri_esm2_0,2801001.39899874
1941,historical,mri_esm2_0,2834120.35429248
1942,historical,mri_esm2_0,2959664.96654031
1943,historical,mri_esm2_0,2861142.76758453
1944,historical,mri_esm2_0,2680526.71892512
1945,historical,mri_esm2_0,2760750.7262229
1946,historical,mri_esm2_0,2925338.76986696
1947,historical,mri_esm2_0,2911059.62869652
1948,historical,mri_esm2_0,2492423.12828165
1949,historical,mri_esm2_0,2760708.59234557
1950,historical,mri_esm2_0,2753409.06597611
1951,historical,mri_esm2_0,2782528.04787739
1952,historical,mri_esm2_0,2734070.74237384
1953,historical,mri_esm2_0,2826109.08312617
1954,historical,mri_esm2_0,2817262.34170978
1955,historical,mri_esm2_0,2723927.51373371
1956,historical,mri_esm2_0,2891872.64859671
1957,historical,mri_esm2_0,2702828.09056221
1958,historical,mri_esm2_0,2799044.65256828
1959,historical,mri_esm2_0,2864858.23391129
1960,historical,mri_esm2_0,2845349.74988228
1961,historical,mri_esm2_0,2841857.58394363
1962,historical,mri_esm2_0,2966481.22102506
1963,historical,mri_esm2_0,2901172.44870501
1964,historical,mri_esm2_0,2802141.69779878
1965,historical,mri_esm2_0,2864108.48474583
1966,historical,mri_esm2_0,2857175.09915392
1967,historical,mri_esm2_0,2867195.22699718
1968,historical,mri_esm2_0,2971377.3788615
1969,historical,mri_esm2_0,2988745.22596106
1970,historical,mri_esm2_0,2894302.8306722
1971,historical,mri_esm2_0,2797489.49379771
1972,historical,mri_esm2_0,2952211.10100765
1973,historical,mri_esm2_0,2870455.63795728
1974,historical,mri_esm2_0,2655316.4371165
1975,historical,mri_esm2_0,2870387.77374704
1976,historical,mri_esm2_0,2820541.27219035
1977,historical,mri_esm2_0,2917076.05517163
1978,historical,mri_esm2_0,3072441.76260657
1979,historical,mri_esm2_0,2926451.57237865
1980,historical,mri_esm2_0,2856927.98427311
1981,historical,mri_esm2_0,2701852.31357927
1982,historical,mri_esm2_0,2836188.88031011
1983,historical,mri_esm2_0,2787107.1775461
1984,historical,mri_esm2_0,2777092.61715284
1985,historical,mri_esm2_0,2660114.42296392
1986,historical,mri_esm2_0,2779284.63872498
1987,historical,mri_esm2_0,2882290.6069304
1988,historical,mri_esm2_0,2757032.07707972
1989,historical,mri_esm2_0,2764517.75208486
1990,historical,mri_esm2_0,2891418.4463459
1991,historical,mri_esm2_0,2701715.62550618
1992,historical,mri_esm2_0,2826722.8499387
1993,historical,mri_esm2_0,2883846.57422819
1994,historical,mri_esm2_0,2756628.99555849
1995,historical,mri_esm2_0,2845128.06775626
1996,historical,mri_esm2_0,2752138.54391261
1997,historical,mri_esm2_0,2767832.70654753
1998,historical,mri_esm2_0,2479524.79504549
1999,historical,mri_esm2_0,2740834.76452472
2000,historical,mri_esm2_0,2607634.31210631
2001,historical,mri_esm2_0,2714908.49853409
2002,historical,mri_esm2_0,2513925.56259505
2003,historical,mri_esm2_0,2629212.22277238
2004,historical,mri_esm2_0,2500657.240792
2005,historical,mri_esm2_0,2584371.61755354
2006,historical,mri_esm2_0,2541236.58544223
2007,historical,mri_esm2_0,2652628.76916262
2008,historical,mri_esm2_0,2548876.90559803
2009,historical,mri_esm2_0,2616233.66269734
2010,historical,mri_esm2_0,2683311.99845092
2011,historical,mri_esm2_0,2685493.7668105
2012,historical,mri_esm2_0,2677013.67213727
2013,historical,mri_esm2_0,2694275.33139347
2014,historical,mri_esm2_0,2630335.32038295
2015,ssp126,mri_esm2_0,2493735.71906046
2016,ssp126,mri_esm2_0,2528228.5699128
2017,ssp126,mri_esm2_0,2607275.22904933
2018,ssp126,mri_esm2_0,2528715.88559929
2019,ssp126,mri_esm2_0,2435287.90750593
2020,ssp126,mri_esm2_0,2522526.33427831
2021,ssp126,mri_esm2_0,2681035.98159098
2022,ssp126,mri_esm2_0,2581118.35274334
2023,ssp126,mri_esm2_0,2540566.8472015
2024,ssp126,mri_esm2_0,2558453.04280041
2025,ssp126,mri_esm2_0,2596685.62567913
2026,ssp126,mri_esm2_0,2418527.58902896
2027,ssp126,mri_esm2_0,2582926.27432321
2028,ssp126,mri_esm2_0,2355701.13038004
2029,ssp126,mri_esm2_0,2448422.9008669
2030,ssp126,mri_esm2_0,2562063.14112882
2031,ssp126,mri_esm2_0,2411182.473914
2032,ssp126,mri_esm2_0,2419338.94185898
2033,ssp126,mri_esm2_0,2491948.01288579
2034,ssp126,mri_esm2_0,2680824.07594897
2035,ssp126,mri_esm2_0,2644316.51785828
2036,ssp126,mri_esm2_0,2451487.37354863
2037,ssp126,mri_esm2_0,2382271.90940677
2038,ssp126,mri_esm2_0,2419289.46531117
2039,ssp126,mri_esm2_0,2441389.36532864
2040,ssp126,mri_esm2_0,2478637.79299072
2041,ssp126,mri_esm2_0,2319517.34656875
2042,ssp126,mri_esm2_0,2401987.22238539
2043,ssp126,mri_esm2_0,2355453.44134202
2044,ssp126,mri_esm2_0,2377884.72173046
2045,ssp126,mri_esm2_0,2370563.82081794
2046,ssp126,mri_esm2_0,2613927.96805032
2047,ssp126,mri_esm2_0,2488888.30037473
2048,ssp126,mri_esm2_0,2346397.57546294
2049,ssp126,mri_esm2_0,2646075.89112914
2050,ssp126,mri_esm2_0,2574839.48214131
2051,ssp126,mri_esm2_0,2244143.54548614
2052,ssp126,mri_esm2_0,2498651.55017094
2053,ssp126,mri_esm2_0,2311384.41135059
2054,ssp126,mri_esm2_0,2379578.42904885
2055,ssp126,mri_esm2_0,2144085.75260597
2056,ssp126,mri_esm2_0,2259478.53309043
2057,ssp126,mri_esm2_0,2366859.77964855
2058,ssp126,mri_esm2_0,2452748.67676554
2059,ssp126,mri_esm2_0,2501649.38883836
2060,ssp126,mri_esm2_0,2365103.88359068
2061,ssp126,mri_esm2_0,2240082.84517821
2062,ssp126,mri_esm2_0,2302975.86055205
2063,ssp126,mri_esm2_0,2450682.3336591
2064,ssp126,mri_esm2_0,2262454.46659964
2065,ssp126,mri_esm2_0,2244535.01413449
2066,ssp126,mri_esm2_0,2325638.45640063
2067,ssp126,mri_esm2_0,2299381.25204634
2068,ssp126,mri_esm2_0,2269062.61961184
2069,ssp126,mri_esm2_0,2223100.19951797
2070,ssp126,mri_esm2_0,2411774.76585356
2071,ssp126,mri_esm2_0,2448322.16674836
2072,ssp126,mri_esm2_0,2489131.74773872
2073,ssp126,mri_esm2_0,2414893.57200282
2074,ssp126,mri_esm2_0,2387601.84605022
2075,ssp126,mri_esm2_0,2461141.41863253
2076,ssp126,mri_esm2_0,2298117.93561109
2077,ssp126,mri_esm2_0,2467111.60802287
2078,ssp126,mri_esm2_0,2415000.39383457
2079,ssp126,mri_esm2_0,2286937.08914428
2080,ssp126,mri_esm2_0,2250254.55387194
2081,ssp126,mri_esm2_0,2331291.93557578
2082,ssp126,mri_esm2_0,2664349.70316972
2083,ssp126,mri_esm2_0,2447288.1801291
2084,ssp126,mri_esm2_0,2234521.56776118
2085,ssp126,mri_esm2_0,2502196.08663865
2086,ssp126,mri_esm2_0,2460110.98961095
2087,ssp126,mri_esm2_0,2482509.94240965
2088,ssp126,mri_esm2_0,2569813.59055417
2089,ssp126,mri_esm2_0,2466251.0654003
2090,ssp126,mri_esm2_0,2366353.99902722
2091,ssp126,mri_esm2_0,2419935.54068772
2092,ssp126,mri_esm2_0,2331784.22078476
2093,ssp126,mri_esm2_0,2519888.82946606
2094,ssp126,mri_esm2_0,2437053.72005602
2095,ssp126,mri_esm2_0,2549009.15043311
2096,ssp126,mri_esm2_0,2368386.84134962
2097,ssp126,mri_esm2_0,2382950.40477617
2098,ssp126,mri_esm2_0,2502475.97970054
2099,ssp126,mri_esm2_0,2386941.37512038
2100,ssp126,mri_esm2_0,2681873.65096993
2015,ssp245,mri_esm2_0,2384114.13951913
2016,ssp245,mri_esm2_0,2469730.37805846
2017,ssp245,mri_esm2_0,2510684.11065526
2018,ssp245,mri_esm2_0,2653465.70713577
2019,ssp245,mri_esm2_0,2660139.76686955
2020,ssp245,mri_esm2_0,2628861.65790769
2021,ssp245,mri_esm2_0,2524656.17849234
2022,ssp245,mri_esm2_0,2555950.32511831
2023,ssp245,mri_esm2_0,2471605.96424621
2024,ssp245,mri_esm2_0,2516437.20230738
2025,ssp245,mri_esm2_0,2519716.54235551
2026,ssp245,mri_esm2_0,2478405.3007498
2027,ssp245,mri_esm2_0,2432143.5894025
2028,ssp245,mri_esm2_0,2387599.50755957
2029,ssp245,mri_esm2_0,2382440.80848827
2030,ssp245,mri_esm2_0,2561438.70802959
2031,ssp245,mri_esm2_0,2444752.96364814
2032,ssp245,mri_esm2_0,2524545.68296409
2033,ssp245,mri_esm2_0,2499415.16611301
2034,ssp245,mri_esm2_0,2430762.25674249
2035,ssp245,mri_esm2_0,2411444.93574633
2036,ssp245,mri_esm2_0,2289732.49719435
2037,ssp245,mri_esm2_0,2176934.33659392
2038,ssp245,mri_esm2_0,2396274.80147409
2039,ssp245,mri_esm2_0,2472574.39176999
2040,ssp245,mri_esm2_0,2325503.1256477
2041,ssp245,mri_esm2_0,2397582.57191823
2042,ssp245,mri_esm2_0,2470307.48723475
2043,ssp245,mri_esm2_0,2474202.5767177
2044,ssp245,mri_esm2_0,2217420.03201582
2045,ssp245,mri_esm2_0,2263019.724234
2046,ssp245,mri_esm2_0,2365591.01443775
2047,ssp245,mri_esm2_0,2603038.38507679
2048,ssp245,mri_esm2_0,2516455.18957039
2049,ssp245,mri_esm2_0,2273697.08739064
2050,ssp245,mri_esm2_0,2332897.62079588
2051,ssp245,mri_esm2_0,2315043.62569726
2052,ssp245,mri_esm2_0,2258891.41757153
2053,ssp245,mri_esm2_0,2325469.8306448
2054,ssp245,mri_esm2_0,2452019.56003025
2055,ssp245,mri_esm2_0,2365967.19322734
2056,ssp245,mri_esm2_0,2123052.48458334
2057,ssp245,mri_esm2_0,2116976.52691474
2058,ssp245,mri_esm2_0,2132583.13556166
2059,ssp245,mri_esm2_0,2108536.39411941
2060,ssp245,mri_esm2_0,2348128.88135552
2061,ssp245,mri_esm2_0,2399998.45856121
2062,ssp245,mri_esm2_0,2191443.96145575
2063,ssp245,mri_esm2_0,2191562.18465816
2064,ssp245,mri_esm2_0,2197100.28360007
2065,ssp245,mri_esm2_0,2341968.64595306
2066,ssp245,mri_esm2_0,2194931.156092
2067,ssp245,mri_esm2_0,2344108.87345844
2068,ssp245,mri_esm2_0,2351163.35795859
2069,ssp245,mri_esm2_0,2271539.99287772
2070,ssp245,mri_esm2_0,2241260.58488472
2071,ssp245,mri_esm2_0,2208507.88873933
2072,ssp245,mri_esm2_0,2145639.41833308
2073,ssp245,mri_esm2_0,2335277.66190745
2074,ssp245,mri_esm2_0,2345798.0428273
2075,ssp245,mri_esm2_0,2281973.36544
2076,ssp245,mri_esm2_0,2251206.67499027
2077,ssp245,mri_esm2_0,2225754.73863443
2078,ssp245,mri_esm2_0,2372827.74690215
2079,ssp245,mri_esm2_0,2293385.0742186
2080,ssp245,mri_esm2_0,2249505.19470151
2081,ssp245,mri_esm2_0,2117279.73027853
2082,ssp245,mri_esm2_0,2227351.64839838
2083,ssp245,mri_esm2_0,2055608.13495473
2084,ssp245,mri_esm2_0,2060688.67073147
2085,ssp245,mri_esm2_0,1991247.31630921
2086,ssp245,mri_esm2_0,2180631.83987673
2087,ssp245,mri_esm2_0,2028048.61273617
