year,state,GrowingSea,scenario
1960,CT,165.77321917245894,ssp126
1961,CT,168.01481679506014,ssp126
1962,CT,164.67891089880362,ssp126
1963,CT,167.05699351136053,ssp126
1964,CT,167.35746438136107,ssp126
1965,CT,164.96698488588203,ssp126
1966,CT,168.12845057390118,ssp126
1967,CT,168.41414155046752,ssp126
1968,CT,164.75927651190136,ssp126
1969,CT,161.295430399427,ssp126
1970,CT,164.64521283839042,ssp126
1971,CT,165.53878117640414,ssp126
1972,CT,167.58669869087277,ssp126
1973,CT,168.0289152953447,ssp126
1974,CT,169.3099197243407,ssp126
1975,CT,166.8393200341185,ssp126
1976,CT,167.27369708301146,ssp126
1977,CT,161.93974850958435,ssp126
1978,CT,171.92796294161772,ssp126
1979,CT,170.8747448695258,ssp126
1980,CT,172.38194673530396,ssp126
1981,CT,168.43627482727453,ssp126
1982,CT,166.4543634205507,ssp126
1983,CT,165.04176894426195,ssp126
1984,CT,166.82956993858204,ssp126
1985,CT,168.20480322202883,ssp126
1986,CT,172.86386357203807,ssp126
1987,CT,170.84823143761133,ssp126
1988,CT,170.1651050291831,ssp126
1989,CT,171.814000212166,ssp126
1990,CT,169.92916138150449,ssp126
1991,CT,171.6979674498036,ssp126
1992,CT,163.90859711011245,ssp126
1993,CT,170.5069893154893,ssp126
1994,CT,173.4127152760857,ssp126
1995,CT,172.2297217569646,ssp126
1996,CT,172.33119400847167,ssp126
1997,CT,173.93263545743665,ssp126
1998,CT,169.95397716192278,ssp126
1999,CT,172.34314045021426,ssp126
2000,CT,174.61824414839626,ssp126
2001,CT,173.7381674642513,ssp126
2002,CT,181.616965046828,ssp126
2003,CT,171.3678345656157,ssp126
2004,CT,173.89159752188493,ssp126
2005,CT,174.26265336222076,ssp126
2006,CT,180.590572056151,ssp126
2007,CT,177.2638484544335,ssp126
2008,CT,175.8055963402282,ssp126
2009,CT,179.32379992299363,ssp126
2010,CT,178.87602353977715,ssp126
2011,CT,181.44037276237316,ssp126
2012,CT,176.40382070811245,ssp126
2013,CT,181.81935009612957,ssp126
2014,CT,179.19474088335386,ssp126
2015,CT,180.5651573449474,ssp126
2016,CT,181.47870002288178,ssp126
2017,CT,180.79373242846165,ssp126
2018,CT,179.11988612665303,ssp126
2019,CT,183.22564667333862,ssp126
2020,CT,179.9534625836842,ssp126
2021,CT,185.69157254850433,ssp126
2022,CT,186.73214486243128,ssp126
2023,CT,186.06107285400861,ssp126
2024,CT,183.25274912774108,ssp126
2025,CT,186.95372998731412,ssp126
2026,CT,186.1340679864389,ssp126
2027,CT,186.50299943653334,ssp126
2028,CT,182.02083048444595,ssp126
2029,CT,186.82303398223897,ssp126
2030,CT,187.102914034383,ssp126
2031,CT,193.80108848305792,ssp126
2032,CT,190.0668879553364,ssp126
2033,CT,187.7585693879237,ssp126
2034,CT,186.87284337367927,ssp126
2035,CT,193.18956679492462,ssp126
2036,CT,185.45811472995547,ssp126
2037,CT,192.67195624031595,ssp126
2038,CT,191.73594022044352,ssp126
2039,CT,182.84855752758253,ssp126
2040,CT,190.72627629089024,ssp126
2041,CT,188.73367770416988,ssp126
2042,CT,193.91925644703227,ssp126
2043,CT,188.10981373950273,ssp126
2044,CT,189.94588382726843,ssp126
2045,CT,190.76710607891465,ssp126
2046,CT,185.79649326916342,ssp126
2047,CT,190.1012058281053,ssp126
2048,CT,193.99137986179264,ssp126
2049,CT,191.39418400850835,ssp126
2050,CT,194.0155299373392,ssp126
2051,CT,192.94169314864064,ssp126
2052,CT,195.3146906549314,ssp126
2053,CT,183.40994324271193,ssp126
2054,CT,182.89658244538793,ssp126
2055,CT,186.3111090872142,ssp126
2056,CT,195.19029916747527,ssp126
2057,CT,192.17752852254102,ssp126
2058,CT,194.85574827314417,ssp126
2059,CT,188.89573171089845,ssp126
2060,CT,192.4918592300111,ssp126
2061,CT,189.98461828081426,ssp126
2062,CT,188.15539700411964,ssp126
2063,CT,191.9654285001536,ssp126
2064,CT,193.69887188267774,ssp126
2065,CT,192.7960607087071,ssp126
2066,CT,190.79948366761298,ssp126
2067,CT,197.9995877846313,ssp126
2068,CT,199.75042400809744,ssp126
2069,CT,187.18423018338132,ssp126
2070,CT,188.07222437093202,ssp126
2071,CT,187.73509824252045,ssp126
2072,CT,191.378075188407,ssp126
2073,CT,189.55784841524212,ssp126
2074,CT,192.47343412448564,ssp126
2075,CT,190.20313294538303,ssp126
2076,CT,195.4876435874264,ssp126
2077,CT,192.14970063729166,ssp126
2078,CT,194.9491786651933,ssp126
2079,CT,190.6688346450476,ssp126
2080,CT,195.24737030687706,ssp126
2081,CT,191.84055362028303,ssp126
2082,CT,193.9434496497075,ssp126
2083,CT,196.38982750102429,ssp126
2084,CT,189.93407898553698,ssp126
2085,CT,186.79865508125886,ssp126
2086,CT,189.48548396028033,ssp126
2087,CT,194.31958328843822,ssp126
2088,CT,185.82530896543594,ssp126
2089,CT,192.3752121712323,ssp126
2090,CT,190.9860297815548,ssp126
2091,CT,191.07191385399187,ssp126
2092,CT,190.8776376752953,ssp126
2093,CT,197.882035651537,ssp126
2094,CT,191.39794778984628,ssp126
2095,CT,188.65016915159572,ssp126
2096,CT,186.18719855027075,ssp126
2097,CT,192.08834046052394,ssp126
2098,CT,190.45764208045264,ssp126
2099,CT,192.11682092851126,ssp126
2100,CT,187.57646464364717,ssp126
1950,NH,132.6483238822241,ssp126
1951,NH,136.2634738514827,ssp126
1952,NH,134.25823934128007,ssp126
1953,NH,132.6208783493239,ssp126
1954,NH,137.6327191694999,ssp126
1955,NH,133.1446399614663,ssp126
1956,NH,132.66099220990915,ssp126
1957,NH,132.90733517244982,ssp126
1958,NH,137.1028066478483,ssp126
1959,NH,132.5824137108336,ssp126
1960,NH,129.4668445640304,ssp126
1961,NH,134.11196966328396,ssp126
1962,NH,131.93443749032195,ssp126
1963,NH,130.9131609354866,ssp126
1964,NH,129.8869930457853,ssp126
1965,NH,127.33646833007258,ssp126
1966,NH,129.49773524605823,ssp126
1967,NH,129.92466843980677,ssp126
1968,NH,129.72290938237091,ssp126
1969,NH,127.24305495518018,ssp126
1970,NH,127.02458125323923,ssp126
1971,NH,130.70800590610398,ssp126
1972,NH,132.62520238687497,ssp126
1973,NH,133.5287020869408,ssp126
1974,NH,131.48243502065253,ssp126
1975,NH,130.87058920426915,ssp126
1976,NH,130.1389592174555,ssp126
1977,NH,130.9682618655466,ssp126
1978,NH,135.34126617743783,ssp126
1979,NH,133.32901405777096,ssp126
1980,NH,134.26066318339656,ssp126
1981,NH,129.99785522937287,ssp126
1982,NH,131.19310865419015,ssp126
1983,NH,131.1987376727912,ssp126
1984,NH,128.74776491631206,ssp126
1985,NH,130.88262670478778,ssp126
1986,NH,137.0713492722834,ssp126
1987,NH,136.32441746724788,ssp126
1988,NH,136.05647504163193,ssp126
1989,NH,135.9921754651039,ssp126
1990,NH,133.4825160637935,ssp126
1991,NH,134.5407113296418,ssp126
1992,NH,125.87093418151115,ssp126
1993,NH,130.18398607631732,ssp126
1994,NH,139.15192793158633,ssp126
1995,NH,137.34812854212262,ssp126
1996,NH,135.6550538758123,ssp126
1997,NH,136.25783875514517,ssp126
1998,NH,138.22065841757578,ssp126
1999,NH,139.65438310034406,ssp126
2000,NH,140.43903348757908,ssp126
2001,NH,140.56775707313324,ssp126
2002,NH,138.1885360370597,ssp126
2003,NH,142.19593071427153,ssp126
2004,NH,140.45835839895665,ssp126
2005,NH,138.43338380968754,ssp126
2006,NH,142.54565964971164,ssp126
2007,NH,142.44476292682768,ssp126
2008,NH,143.25816151187314,ssp126
2009,NH,146.85010742194322,ssp126
2010,NH,143.69185620083005,ssp126
2011,NH,140.69114256934537,ssp126
2012,NH,141.62679065303215,ssp126
2013,NH,145.89867278293377,ssp126
2014,NH,142.7709206119809,ssp126
2015,NH,144.63742378696074,ssp126
2016,NH,145.04730197444005,ssp126
2017,NH,143.5637845937505,ssp126
2018,NH,143.56223547038238,ssp126
2019,NH,146.2544547714371,ssp126
2020,NH,151.5734929098766,ssp126
2021,NH,149.47593553663992,ssp126
2022,NH,149.5844473462571,ssp126
2023,NH,150.8220960747988,ssp126
2024,NH,148.89940039281527,ssp126
2025,NH,150.0782830160012,ssp126
2026,NH,147.44641572309845,ssp126
2027,NH,155.20181948531675,ssp126
2028,NH,148.53157410848763,ssp126
2029,NH,152.1556443351205,ssp126
2030,NH,149.66607851923436,ssp126
2031,NH,154.78961865205738,ssp126
2032,NH,150.77950464767997,ssp126
2033,NH,151.2886694310067,ssp126
2034,NH,151.58494905864555,ssp126
2035,NH,152.30352737054127,ssp126
2036,NH,150.8843314775063,ssp126
2037,NH,151.16759618144746,ssp126
2038,NH,153.80104907202167,ssp126
2039,NH,152.19030456310836,ssp126
2040,NH,154.16535753638064,ssp126
2041,NH,153.48672694773984,ssp126
2042,NH,152.80771840383736,ssp126
2043,NH,155.03088129660384,ssp126
2044,NH,152.91214495006335,ssp126
2045,NH,155.80486208991292,ssp126
2046,NH,150.89269182971285,ssp126
2047,NH,158.30585192869236,ssp126
2048,NH,154.9913571893542,ssp126
2049,NH,153.840487629646,ssp126
2050,NH,155.1671564663105,ssp126
2051,NH,159.92242489255773,ssp126
2052,NH,156.14689921822898,ssp126
2053,NH,155.1092357497465,ssp126
2054,NH,152.5231554506475,ssp126
2055,NH,150.62668453738524,ssp126
2056,NH,158.5601768234641,ssp126
2057,NH,158.56233810092826,ssp126
2058,NH,155.01385235800535,ssp126
2059,NH,153.92456063320614,ssp126
2060,NH,155.68586408531039,ssp126
2061,NH,154.96345173753528,ssp126
2062,NH,155.51691677839204,ssp126
2063,NH,153.6951781851205,ssp126
2064,NH,158.36258577371714,ssp126
2065,NH,157.04808270916064,ssp126
2066,NH,153.26726632074948,ssp126
2067,NH,156.2985104057946,ssp126
2068,NH,159.32671806123378,ssp126
2069,NH,156.82874409223237,ssp126
2070,NH,154.2615477678991,ssp126
2071,NH,154.4255286423287,ssp126
2072,NH,154.97270405584712,ssp126
2073,NH,157.1904384291212,ssp126
2074,NH,157.65317258890326,ssp126
2075,NH,156.2936964978097,ssp126
2076,NH,161.42904123405577,ssp126
2077,NH,155.70282961340627,ssp126
2078,NH,153.95737082968694,ssp126
2079,NH,154.3329213239328,ssp126
2080,NH,158.09228974763008,ssp126
2081,NH,155.16206211895326,ssp126
2082,NH,159.06751430097552,ssp126
2083,NH,156.70079984704958,ssp126
2084,NH,152.94855116760095,ssp126
2085,NH,153.63044602224917,ssp126
2086,NH,153.67111319429313,ssp126
2087,NH,156.08928593213358,ssp126
2088,NH,152.49134949930158,ssp126
2089,NH,153.4623423550101,ssp126
2090,NH,156.4013867541023,ssp126
2091,NH,154.40628831606267,ssp126
2092,NH,153.0712393956495,ssp126
2093,NH,156.34202629014897,ssp126
2094,NH,154.42048630566944,ssp126
2095,NH,156.06251449707065,ssp126
2096,NH,153.7635931949131,ssp126
2097,NH,157.8273263745566,ssp126
2098,NH,153.43139108892186,ssp126
2099,NH,153.3542892055939,ssp126
2100,NH,156.91570785108033,ssp126
1950,NE,151.77319582820982,ssp126
1951,NE,155.31938822254958,ssp126
1952,NE,152.19820063116757,ssp126
1953,NE,154.63070448429153,ssp126
1954,NE,152.21365919427046,ssp126
1955,NE,159.8525941062065,ssp126
1956,NE,155.2092688486932,ssp126
1957,NE,159.82348966327555,ssp126
1958,NE,157.9997007321281,ssp126
1959,NE,154.98099806620976,ssp126
1960,NE,158.43514675794944,ssp126
1961,NE,160.02427378307004,ssp126
1962,NE,156.69549471632246,ssp126
1963,NE,154.26115276191044,ssp126
1964,NE,149.8102664039712,ssp126
1965,NE,154.37214126858288,ssp126
1966,NE,154.66253569585052,ssp126
1967,NE,152.84993948697496,ssp126
1968,NE,152.5839208086072,ssp126
1969,NE,149.0603682960235,ssp126
1970,NE,153.51618077979919,ssp126
1971,NE,149.3350870900212,ssp126
1972,NE,153.78622161093574,ssp126
1973,NE,152.10060936798052,ssp126
1974,NE,153.72184823800748,ssp126
1975,NE,151.19320223160233,ssp126
1976,NE,150.6945842057714,ssp126
1977,NE,153.49267074560268,ssp126
1978,NE,157.75572742980793,ssp126
1979,NE,154.83537079840508,ssp126
1980,NE,159.73951542845643,ssp126
1981,NE,154.21673171148785,ssp126
1982,NE,156.62744588053673,ssp126
1983,NE,145.480786722096,ssp126
1984,NE,158.06898098523632,ssp126
1985,NE,158.29563525805446,ssp126
1986,NE,151.28432900750357,ssp126
1987,NE,154.24527551015083,ssp126
1988,NE,156.1026393176318,ssp126
1989,NE,154.25297248373178,ssp126
1990,NE,157.31286248570237,ssp126
1991,NE,157.267794977832,ssp126
1992,NE,148.93905745100028,ssp126
1993,NE,151.24659217606822,ssp126
1994,NE,158.39068358993737,ssp126
1995,NE,158.9067361040696,ssp126
1996,NE,167.00781960733474,ssp126
1997,NE,160.63005024364705,ssp126
1998,NE,161.08331124147065,ssp126
1999,NE,160.6628549412225,ssp126
2000,NE,156.55511991714616,ssp126
2001,NE,155.95145619633016,ssp126
2002,NE,163.83374432717653,ssp126
2003,NE,163.53786217297892,ssp126
2004,NE,159.55216653539577,ssp126
2005,NE,166.22949825097197,ssp126
2006,NE,166.38437262284316,ssp126
2007,NE,162.67106470991536,ssp126
2008,NE,160.36697369775814,ssp126
2009,NE,158.29620194239772,ssp126
2010,NE,161.7967144439082,ssp126
2011,NE,160.78998749155156,ssp126
2012,NE,163.3470376192555,ssp126
2013,NE,162.28559493513248,ssp126
2014,NE,165.15802898532732,ssp126
2015,NE,164.37215310160263,ssp126
2016,NE,161.45944453217427,ssp126
2017,NE,166.07723721895823,ssp126
2018,NE,161.1461517692904,ssp126
2019,NE,165.66561674956245,ssp126
2020,NE,161.1950097955697,ssp126
2021,NE,167.71941171999322,ssp126
2022,NE,169.99619896077468,ssp126
2023,NE,169.77030339898943,ssp126
2024,NE,169.6949629818644,ssp126
2025,NE,171.0137761155261,ssp126
2026,NE,169.78725408753078,ssp126
2027,NE,167.75839781663944,ssp126
2028,NE,165.22926708544244,ssp126
2029,NE,171.38443794390682,ssp126
2030,NE,168.61593804409208,ssp126
2031,NE,170.3709588913938,ssp126
2032,NE,171.03200848378944,ssp126
2033,NE,170.10839947777885,ssp126
2034,NE,171.83702942168972,ssp126
2035,NE,173.1101380760075,ssp126
2036,NE,169.25039463410633,ssp126
2037,NE,179.45271770447508,ssp126
2038,NE,171.8331865127177,ssp126
2039,NE,168.95167569031616,ssp126
2040,NE,174.3821289697647,ssp126
2041,NE,169.97283152650613,ssp126
2042,NE,171.08076718900804,ssp126
2043,NE,174.19558156765828,ssp126
2044,NE,173.19573471188127,ssp126
2045,NE,170.66928396646992,ssp126
2046,NE,175.13534993044797,ssp126
2047,NE,174.80089362793302,ssp126
2048,NE,171.62285275066003,ssp126
2049,NE,173.71633624545794,ssp126
2050,NE,167.1711840065927,ssp126
2051,NE,176.93401771529653,ssp126
2052,NE,176.76698200676304,ssp126
2053,NE,174.5174223681284,ssp126
2054,NE,172.18445505593255,ssp126
2055,NE,173.08328876716556,ssp126
2056,NE,172.3426161095077,ssp126
2057,NE,175.1121439294716,ssp126
2058,NE,167.5177235856255,ssp126
2059,NE,172.5056116964932,ssp126
2060,NE,175.04967938371306,ssp126
2061,NE,175.81471602973517,ssp126
2062,NE,180.58730294000486,ssp126
2063,NE,174.06254568196704,ssp126
2064,NE,174.59820365226312,ssp126
2065,NE,169.56538385558213,ssp126
2066,NE,170.54918051620047,ssp126
2067,NE,175.3189707027523,ssp126
2068,NE,175.9950984784874,ssp126
2069,NE,175.2446397902909,ssp126
2070,NE,176.12492324681125,ssp126
2071,NE,175.94756787679785,ssp126
2072,NE,172.01017262207247,ssp126
2073,NE,169.31115280998452,ssp126
2074,NE,177.6980557389616,ssp126
2075,NE,171.69764306902223,ssp126
2076,NE,170.32298034871056,ssp126
2077,NE,175.20465971254336,ssp126
2078,NE,173.4860794208999,ssp126
2079,NE,172.85105726853843,ssp126
2080,NE,171.59145362730337,ssp126
2081,NE,169.9440245581385,ssp126
2082,NE,177.23946262828883,ssp126
2083,NE,167.9004650189863,ssp126
2084,NE,172.76428561126488,ssp126
2085,NE,173.0248784810931,ssp126
2086,NE,174.11023372745754,ssp126
2087,NE,171.41562501692513,ssp126
2088,NE,173.3394645093466,ssp126
2089,NE,173.01308511826286,ssp126
2090,NE,176.53116562541663,ssp126
2091,NE,174.91960937540287,ssp126
2092,NE,173.2125722102803,ssp126
2093,NE,170.92423586258857,ssp126
2094,NE,177.2540774297513,ssp126
2095,NE,173.49411372388363,ssp126
2096,NE,171.5076878398607,ssp126
2097,NE,166.1316020147235,ssp126
2098,NE,169.17072777397357,ssp126
2099,NE,170.04662503938536,ssp126
2100,NE,176.73146401285717,ssp126
1950,WA,162.9100405233783,ssp126
1951,WA,159.84190243961206,ssp126
1952,WA,157.14343676647638,ssp126
1953,WA,158.1643777100287,ssp126
1954,WA,159.76576047722784,ssp126
1955,WA,159.77147042430045,ssp126
1956,WA,164.70071554373513,ssp126
1957,WA,159.1972063851551,ssp126
1958,WA,158.5496507898123,ssp126
1959,WA,164.6328616883484,ssp126
1960,WA,164.49657665626867,ssp126
1961,WA,164.00991854564052,ssp126
1962,WA,159.15729553775,ssp126
1963,WA,163.4860794348142,ssp126
1964,WA,155.11584520712114,ssp126
1965,WA,157.64540397443656,ssp126
1966,WA,159.10502748519278,ssp126
1967,WA,159.16327220319488,ssp126
1968,WA,161.42433054277058,ssp126
1969,WA,160.76001867235416,ssp126
1970,WA,159.61227222885998,ssp126
1971,WA,159.23198322906563,ssp126
1972,WA,155.15974999220882,ssp126
1973,WA,154.33026353062888,ssp126
1974,WA,162.48163897313515,ssp126
1975,WA,162.00229186403516,ssp126
1976,WA,157.6056155119901,ssp126
1977,WA,159.94387980630208,ssp126
1978,WA,161.27967739950924,ssp126
1979,WA,163.37860777259695,ssp126
1980,WA,163.4545511276738,ssp126
1981,WA,161.24926348971906,ssp126
1982,WA,165.0183777338719,ssp126
1983,WA,156.3861285129001,ssp126
1984,WA,159.78675286791915,ssp126
1985,WA,163.64740783388342,ssp126
1986,WA,158.49891860194538,ssp126
1987,WA,156.19659010195812,ssp126
1988,WA,153.52006945786127,ssp126
1989,WA,158.62894158620344,ssp126
1990,WA,162.596392141164,ssp126
1991,WA,169.9426737532098,ssp126
1992,WA,160.9146822140718,ssp126
1993,WA,158.87665720948243,ssp126
1994,WA,168.69771578218842,ssp126
1995,WA,161.82086239795973,ssp126
1996,WA,165.4885830936972,ssp126
1997,WA,166.78852502331628,ssp126
1998,WA,171.9717136739488,ssp126
1999,WA,172.61052587999154,ssp126
2000,WA,169.3573941751652,ssp126
2001,WA,170.4532555323369,ssp126
2002,WA,167.2395190008323,ssp126
2003,WA,170.07949654389978,ssp126
2004,WA,176.2755146710208,ssp126
2005,WA,174.78395513226053,ssp126
2006,WA,172.30135372958878,ssp126
2007,WA,172.81684446886518,ssp126
2008,WA,173.0565375362445,ssp126
2009,WA,176.30499038395521,ssp126
2010,WA,171.81006662288087,ssp126
2011,WA,177.95789659273254,ssp126
2012,WA,174.3535039058089,ssp126
2013,WA,179.94211260195297,ssp126
2014,WA,184.05991562376784,ssp126
2015,WA,178.5914571815125,ssp126
2016,WA,178.91252207156992,ssp126
2017,WA,181.15226324206893,ssp126
2018,WA,180.72151916610085,ssp126
2019,WA,184.72614501350134,ssp126
2020,WA,184.57371357270057,ssp126
2021,WA,190.0040099172281,ssp126
2022,WA,182.11128611494175,ssp126
2023,WA,181.90874439214582,ssp126
2024,WA,185.06050889138078,ssp126
2025,WA,191.05701044582688,ssp126
2026,WA,191.56889532942472,ssp126
2027,WA,182.08960208854526,ssp126
2028,WA,187.50192622397807,ssp126
2029,WA,191.6252717241877,ssp126
2030,WA,189.0824919861936,ssp126
2031,WA,187.08260615100045,ssp126
2032,WA,188.14145227457638,ssp126
2033,WA,185.6599148966094,ssp126
2034,WA,184.88628562553717,ssp126
2035,WA,185.66188042408075,ssp126
2036,WA,187.3688195346521,ssp126
2037,WA,199.7900047632715,ssp126
2038,WA,194.08453102291745,ssp126
2039,WA,194.64667926608308,ssp126
2040,WA,191.88479468928665,ssp126
2041,WA,196.51588641357907,ssp126
2042,WA,196.07788767491274,ssp126
2043,WA,197.2122623783659,ssp126
2044,WA,194.61950349523323,ssp126
2045,WA,189.60985213582163,ssp126
2046,WA,200.28144582280518,ssp126
2047,WA,199.99896922221788,ssp126
2048,WA,192.18995348290318,ssp126
2049,WA,199.98367140082047,ssp126
2050,WA,194.71836954657357,ssp126
2051,WA,196.5003665382541,ssp126
2052,WA,191.47604053613443,ssp126
2053,WA,191.0991761650758,ssp126
2054,WA,198.8119857119322,ssp126
2055,WA,196.78171189701416,ssp126
2056,WA,195.7184239715899,ssp126
2057,WA,202.02335138748168,ssp126
2058,WA,197.2858461596722,ssp126
2059,WA,198.88410311198595,ssp126
2060,WA,197.28822890450917,ssp126
2061,WA,199.11120605548663,ssp126
2062,WA,200.58186328912578,ssp126
2063,WA,194.43954579416823,ssp126
2064,WA,195.97020563855932,ssp126
2065,WA,196.59101658318272,ssp126
2066,WA,197.41881175742887,ssp126
2067,WA,205.72358813158132,ssp126
2068,WA,196.29893679151118,ssp126
2069,WA,197.37481130805435,ssp126
2070,WA,203.32908658318678,ssp126
2071,WA,197.36265618439307,ssp126
2072,WA,191.12253411721952,ssp126
2073,WA,196.19668008381285,ssp126
2074,WA,204.84210819118184,ssp126
2075,WA,189.0864484263743,ssp126
2076,WA,197.19103664777654,ssp126
2077,WA,201.89096523968286,ssp126
2078,WA,195.31069103686,ssp126
2079,WA,197.36510583571464,ssp126
2080,WA,192.7980422429356,ssp126
2081,WA,198.7258413320526,ssp126
2082,WA,197.6999639580167,ssp126
2083,WA,197.43752810144082,ssp126
2084,WA,195.74278267263077,ssp126
2085,WA,199.36537058655742,ssp126
2086,WA,198.97421379799843,ssp126
2087,WA,192.91947403231805,ssp126
2088,WA,195.73095056764984,ssp126
2089,WA,197.23881403831516,ssp126
2090,WA,195.26021094769217,ssp126
2091,WA,197.53746975847983,ssp126
2092,WA,193.5458877508976,ssp126
2093,WA,192.1702723084392,ssp126
2094,WA,199.5339315654754,ssp126
2095,WA,195.1075747648467,ssp126
2096,WA,189.59563498554425,ssp126
2097,WA,189.781754552196,ssp126
2098,WA,195.20905138814575,ssp126
2099,WA,199.4495107719409,ssp126
2100,WA,192.51325852661216,ssp126
1950,TX,245.64763851597027,ssp126
1951,TX,249.31268903304223,ssp126
1952,TX,244.66607464196315,ssp126
1953,TX,242.3961516230062,ssp126
1954,TX,248.0312505810213,ssp126
1955,TX,241.29198579565218,ssp126
1956,TX,252.54516749953834,ssp126
1957,TX,246.3179239899583,ssp126
1958,TX,248.09652312911481,ssp126
1959,TX,243.4770485530619,ssp126
1960,TX,244.52602604499637,ssp126
1961,TX,248.45819337811918,ssp126
1962,TX,248.04397601355274,ssp126
1963,TX,238.82623557388973,ssp126
